latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),cpu-freq,layer,edge-accelerator,server-accelerator
117.257840841,90.70475426271872,0.3300060327382445,8.2371139,98.779755,10.240971941000012,90.37474822998048,6.7046990394592285,1.7999999523162842,10.90999984741211,86.5,588.025390625,1400.0,0.0,off,True
151.073694203,89.30105966608893,0.437663975170958,43.215421888,97.429197,10.429075315000006,88.86339569091797,6.628122806549072,1.7999999523162842,10.989999771118164,38.2,591.021484375,1200.0,4.0,off,True
118.230209467,90.59362952733444,0.3616272690336585,7.689604405,99.532425,11.008180061999994,90.23200225830078,6.760081768035889,1.7000000476837158,10.857000350952148,80.6,588.025390625,1800.0,0.0,off,True
3921.526279695,16.975419975983012,16.975419975983012,3921.526270029,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4423.332090587,82.0771394679615,18.53789004779549,4343.478823706,68.759675,11.093591880999398,63.539249420166016,4.049575805664063,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.535001964,92.03162193183746,0.3690471637710571,8.375387565,98.608276,10.551338399000002,91.6625747680664,6.674498081207275,1.7999999523162842,10.920000076293944,84.6,588.025390625,1400.0,0.0,off,True
119.604730645,92.25399291141969,0.3741863928649902,10.593845359,98.176795,10.834090285999991,91.87980651855467,6.650284767150879,1.7999999523162842,10.939000129699709,85.8,588.025390625,1400.0,0.0,off,True
128.126605444,94.5060904828261,0.3928550091932892,15.655763380000002,100.837102,11.633740064000008,94.1132354736328,6.795200824737549,1.7000000476837158,10.5600004196167,39.7,588.025390625,1800.0,0.0,off,True
3930.451965882,17.01399324002385,17.01399324002385,3930.45195629,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4400.4066128330005,80.45570929875865,17.138280709891465,4320.318393195,68.92572,11.16249963800074,63.31742858886719,4.05599308013916,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.790881638,91.3218706822674,0.3305376744549036,8.361466315000001,98.006153,10.423262323000005,90.9913330078125,6.618875980377197,1.7000000476837158,10.949000358581545,85.8,588.025390625,1400.0,0.0,off,True
4377.287290088,79.91233386186622,17.073333159961916,4296.493270798001,69.107379,11.686640289999602,62.8390007019043,4.066675186157227,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.258015632,91.83574063882617,0.3690887223222613,10.549101655,98.57049,10.138423976999988,91.4666519165039,6.6488871574401855,1.7000000476837158,10.888999938964844,80.3,588.025390625,1800.0,0.0,off,True
3918.5343722,16.706012247080775,16.706012247080775,3918.534362867,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4380.781071259,83.04532088182032,16.806726826644528,4296.068118181,73.314368,11.39858507800028,66.23859405517578,4.350039958953857,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
124.613744829,94.73998588215169,0.3476824153548122,10.656032971999998,103.657634,10.300077856999993,94.39230346679688,7.007233142852783,1.7000000476837158,10.20400047302246,85.2,588.025390625,1400.0,0.0,off,True
4392.819030543,82.96389840881008,16.850952852169456,4308.827534141,73.010159,10.981337401999935,66.11294555664062,4.369397163391113,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
123.506041711,94.56061508241264,0.3772120672759413,10.542688854,102.443249,10.520103856999995,94.18340301513672,6.996553897857666,1.7000000476837158,10.36299991607666,80.6,588.025390625,1800.0,0.0,off,True
3910.64301177,16.701674908954118,16.701674908954118,3910.643001789,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4444.5184165480005,83.78908941770123,17.001690125709043,4303.632675673,73.768604,67.11713687500001,66.78739929199219,4.378339767456055,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
156.22789633000002,92.942050345783,0.4353441079900145,8.307926362,101.776763,46.14320696800003,92.50670623779295,6.913451194763184,1.7000000476837158,10.427000045776367,85.6,588.025390625,1400.0,0.0,off,True
2798.403662005,92.78460870429409,8.44815240546596,2659.230259501,92.972265,46.20113750400003,84.33645629882812,6.083653926849365,1.7000000476837158,7.952000141143799,25.3,591.021484375,800.0,8.0,off,True
167.879120754,94.83516822300868,0.5060590311141491,10.634200293,103.57098,53.673940461000015,94.32910919189452,7.016672134399414,1.7000000476837158,10.303999900817873,81.8,588.025390625,1800.0,0.0,off,True
3931.642010851,16.770359078911163,16.770359078911163,3931.642001426,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4421.334209482,81.90978212611873,16.942031576802325,4307.718372609999,72.509325,41.10651187200072,64.9677505493164,4.303424835205078,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
121.234509588,94.18891779103464,0.3391558281440138,8.387240344,102.558294,10.288975243999984,93.84976196289062,6.954843997955322,1.7000000476837158,10.37399959564209,85.7,588.025390625,1400.0,0.0,off,True
144.184509079,93.50390335692312,0.4647569335832834,32.239446873,101.499624,10.44543820600002,93.03914642333984,6.882968902587891,1.7000000476837158,10.40999984741211,38.4,591.021484375,1800.0,3.0,off,True
121.066160833,94.47790784734792,0.3684565534026146,7.708117082,102.854755,10.503288751,94.10945129394533,6.980588912963867,1.7000000476837158,10.284000396728516,81.2,588.025390625,1800.0,0.0,off,True
3923.076123404,16.73694963866923,16.73694963866923,3923.07611409,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4386.798125081001,84.79059509239482,16.834540404894817,4301.116780649,75.213897,10.467447432000512,67.9560546875,4.463232040405273,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
120.956247444,94.18399977884752,0.3379685898826599,8.318160364,102.589211,10.048876079999983,93.84603118896484,6.939137935638428,1.7000000476837158,10.32699966430664,86.2,588.025390625,1400.0,0.0,off,True
2079.739345295,87.97640747726236,8.736241766813135,1980.51822125,87.656645,11.564479045000128,79.24016571044922,5.605259895324707,1.7000000476837158,6.584000110626221,25.2,591.021484375,1800.0,10.0,off,True
120.5865044,93.31098088233044,0.3697958847718477,7.806066968,102.227473,10.55296443200001,92.9411849975586,6.910635948181152,1.7000000476837158,10.345999717712402,79.8,588.025390625,1800.0,0.0,off,True
3922.582562238,16.74875586176008,16.74875586176008,3922.582552627,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4406.21509106,81.0313625361275,16.868764879877503,4320.987488328,69.644082,15.58352073200038,64.16259765625,4.131221771240234,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
120.392510674,91.9548411133726,0.3367686036069631,10.649966401,98.438881,11.303663272999998,91.61807250976562,6.598113059997559,1.7000000476837158,11.032999992370604,86.0,588.025390625,1400.0,0.0,off,True
1112.808172648,89.35342254160784,4.59546508311175,1010.244231579,90.805371,11.758570068999958,84.7579574584961,5.97166109085083,1.7000000476837158,9.12600040435791,25.4,591.021484375,1800.0,7.0,off,True
120.129259453,93.49415442944073,0.3684983015110254,7.705557449,100.284307,12.139395003999994,93.12565612792967,6.758187770843506,1.7000000476837158,10.75100040435791,81.2,588.025390625,1800.0,0.0,off,True
3925.443200856,16.760632716521144,16.760632716521144,3925.443191319,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4389.513704849,81.86797419209488,16.812065988969874,4302.255706819,70.545425,16.71257302999973,65.055908203125,4.151031970977783,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.992892121,93.38874426711796,0.3304709516882896,8.432058999,99.546963,10.013870122,93.05827331542967,6.700771808624268,1.7000000476837158,10.744000434875488,86.0,588.025390625,1400.0,0.0,off,True
4373.960919484,81.11649113890019,16.793836414779094,4293.080296111,70.078813,10.801810373000166,64.3226547241211,4.12401819229126,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
118.396993925,92.42406714171376,0.3635202667137504,7.826698139999999,99.029823,11.540472785000006,92.060546875,6.689435958862305,1.7000000476837158,10.82699966430664,79.9,588.025390625,1800.0,0.0,off,True
3917.466806234,16.741866589965593,16.741866589965593,3917.466795975,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4379.42562109,78.97620957524572,16.825311595509387,4299.585261528,68.992932,10.847427562000236,62.15089797973633,4.093091011047363,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.309234986,90.01807678224986,0.3290127563709616,8.356776349999999,98.581805,10.370653636,89.6890640258789,6.721756935119629,1.7000000476837158,11.02400016784668,85.9,588.025390625,1400.0,0.0,off,True
4369.37746255,79.26818622001227,16.81459201224859,4282.430660714001,69.200595,17.746206835999388,62.45359420776367,4.098836898803711,1.7999999523162842,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.256773122,90.12182385488084,0.3576255516581774,7.722801609,98.119963,10.414008513,89.76419830322266,6.673241138458252,1.7000000476837158,11.005000114440918,80.9,588.025390625,1800.0,0.0,off,True
3924.098232012,16.801596649457636,16.801596649457636,3924.098222087,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4415.882495991,79.24066743639406,16.968271348747574,4296.323928350001,68.780182,50.778385640999176,62.27239608764648,4.114850044250488,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.726383461,90.09006219435992,0.3275194697505474,8.228982322,98.104741,10.392660139,89.76254272460938,6.722404003143311,1.7000000476837158,10.97599983215332,86.7,588.025390625,1400.0,0.0,off,True
4018.471798142,80.56723268817932,17.095732291450798,3936.88971088,70.179124,11.402963262000185,63.47150039672852,4.167102813720703,1.7999999523162842,0.0,25.1,591.021484375,1800.0,17.0,off,False
118.281807218,89.54672120940444,0.3645160092091322,10.61340519,97.319706,10.348696028000006,89.18220520019531,6.678738117218018,1.7000000476837158,11.086000442504885,80.1,588.025390625,1800.0,0.0,off,True
3933.549078582,16.837901321354472,16.837901321354472,3933.549068527,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4408.260227253,79.89248482923611,16.94165627699001,4299.60717234,69.422767,39.23028791300024,62.950828552246094,4.12355899810791,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.611059965,89.87010227939368,0.3267444302725791,8.34525321,97.803794,10.462012755000018,89.5433578491211,6.695407867431641,1.7999999523162842,11.039999961853027,86.4,588.025390625,1400.0,0.0,off,True
152.75670434900002,89.91983811218203,0.4397432025140643,42.734151811,98.248871,11.77368153800002,89.48009490966797,6.708783149719238,1.7999999523162842,10.890000343322754,38.4,591.021484375,1200.0,4.0,off,True
122.585588671,92.78353075715565,0.3729243728783011,10.519159508,100.516633,11.54979616300001,92.41060638427734,6.861063003540039,1.7000000476837158,10.729999542236328,81.3,588.025390625,1800.0,0.0,off,True
3928.06817878,16.817458883701562,16.817458883701562,3928.068168595,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4400.71158437,78.8674985634208,16.91954247821572,4290.632840046,69.180542,40.89820232400058,61.94795608520508,4.104783058166504,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
118.750589142,89.55157140897037,0.3328519265484929,10.629497196,97.774962,10.346129946000003,89.21871948242188,6.666855812072754,1.7000000476837158,11.010000228881836,86.0,588.025390625,1400.0,0.0,off,True
2076.95232746,84.4600993681928,8.764786868192804,1983.652297801,83.237685,10.062344659000075,75.6953125,5.340664863586426,1.7000000476837158,6.9710001945495605,25.2,591.021484375,1800.0,10.0,off,True
118.293573629,89.05730967272844,0.36473612536515,10.567427209,97.706673,10.019473419999995,88.69257354736328,6.645680904388428,1.7999999523162842,11.017999649047852,81.7,588.025390625,1800.0,0.0,off,True
3926.014948339,16.818600892358912,16.818600892358912,3926.014938914,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4403.413331087,80.52906324200418,16.934733408019817,4295.928707863,71.231582,36.25304122400064,63.594329833984375,4.225887775421143,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.687505545,90.03592601811205,0.3358222583464265,10.588953016,98.370227,10.728325529000005,89.70010375976562,6.692286968231201,1.7000000476837158,10.906000137329102,86.7,588.025390625,1400.0,0.0,off,True
147.164475658,90.1984199100968,0.4328101688858509,38.315006184,98.231042,10.618427473999986,89.76560974121094,6.684447765350342,1.7999999523162842,10.855999946594238,38.3,591.021484375,1400.0,4.0,off,True
116.086544349,90.09094464148625,0.3551734622870087,7.825345487,98.55339,9.707808862000022,89.73577117919922,6.714005947113037,1.7000000476837158,10.87600040435791,80.0,588.025390625,1800.0,0.0,off,True
3938.663644251,16.857581301051834,16.857581301051834,3938.663633936,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4387.644473872,82.4247884449354,16.90450951427134,4304.240110930999,72.71363,10.690732941000732,65.52027893066406,4.308901786804199,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.321460081,83.09036818292196,0.3298319890743018,8.310975902,98.729583,10.280901178999995,82.76053619384766,6.702188968658447,1.7000000476837158,10.904999732971191,87.3,588.025390625,1400.0,0.0,off,True
1110.381548374,88.97349132088802,4.607143054286456,1007.301387602,93.091551,9.988609772000004,84.36634826660156,6.148013114929199,1.7000000476837158,8.937999725341797,25.4,591.021484375,1800.0,7.0,off,True
115.331985406,89.55153717152177,0.3553244029670834,7.62822645,97.569478,10.134280955999998,89.19621276855469,6.647058963775635,1.7000000476837158,11.02299976348877,81.6,588.025390625,1800.0,0.0,off,True
3931.002857575,16.85809406508452,16.85809406508452,3931.002847667,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4369.700628391,78.45211796031725,16.86148456798327,4290.879041394,68.268682,10.552904996999942,61.590633392333984,4.0506768226623535,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.445541053,89.69783141087773,0.3283322043347597,8.377393616,97.933065,10.135082436999994,89.36949920654297,6.680759906768799,1.7999999523162842,10.996999740600586,85.8,588.025390625,1400.0,0.0,off,True
151.66472359099998,89.6163714194139,0.4380953574021816,43.02124958,97.616957,11.026517010999996,89.17827606201172,6.663003921508789,1.7999999523162842,10.970999717712402,38.4,591.021484375,1200.0,4.0,off,True
116.092908827,89.62046008188382,0.3554606922353864,7.656390825,98.050717,10.385801001999994,89.26499938964844,6.698277950286865,1.7000000476837158,11.053999900817873,80.6,588.025390625,1800.0,0.0,off,True
3917.575496936,16.796810209027303,16.796810209027303,3917.575486843,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4429.356475369001,78.67670156183699,17.030549065499105,4317.471989747,68.850275,43.0342106220012,61.64615249633789,4.061830043792725,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
131.536850197,89.1638517837894,0.367152259863615,8.324260756,97.480513,25.732076441000004,88.79669952392578,6.619025230407715,1.7999999523162842,11.032999992370604,86.3,588.025390625,1400.0,0.0,off,True
