latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),cpu-freq,layer,edge-accelerator,server-accelerator
2080.622924522,84.29000421277408,8.771693665899074,1985.811440304,83.567212,11.244272218000262,75.518310546875,5.369764804840088,1.7999999523162842,6.964000225067139,25.2,591.021484375,1800.0,10.0,off,True
120.211217289,90.83502014451216,0.3697262602348089,10.569720216,99.316926,10.324571073000016,90.46529388427734,6.744548797607422,1.7000000476837158,10.871999740600586,80.5,588.025390625,1800.0,0.0,off,True
3937.566089633,16.86681420006497,16.86681420006497,3937.566080541,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4409.182802034001,79.05124060277312,16.965837160390304,4297.314757153,69.176718,42.691326881000975,62.08540344238281,4.096489906311035,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.286395724,90.09836289081753,0.3289842287081361,8.27823929,98.42996,10.578196434000006,89.76937866210938,6.685328960418701,1.7999999523162842,10.979000091552734,86.4,588.025390625,1400.0,0.0,off,True
2081.384989953,84.03602511576375,8.783865997111404,1986.658755723,83.196764,11.529470230000044,75.25215911865234,5.34650182723999,1.7000000476837158,6.965000152587891,25.2,591.021484375,1800.0,10.0,off,True
116.785090714,90.9144942979249,0.3602721909913063,7.685644022,99.130552,9.968894692000006,90.5542221069336,6.735583782196045,1.7999999523162842,10.942999839782717,80.6,588.025390625,1800.0,0.0,off,True
3936.228662198,16.879568783822382,16.879568783822382,3936.228653253,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4424.273030857001,79.28067806510882,17.004028590011167,4314.722906725,69.465135,40.08498913200074,62.276649475097656,4.15198278427124,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.143856308,90.17715384043224,0.3289559034205317,8.287531053,98.64986,10.206465254999998,89.84819793701172,6.753058910369873,1.7999999523162842,10.946000099182127,85.8,588.025390625,1400.0,0.0,off,True
4386.784632402,78.90048042221768,16.892110976416898,4306.843937183,69.217228,10.723467219000185,62.00836944580078,4.108255863189697,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.091708587,90.93029816577824,0.360000924567306,7.693905366,98.930403,10.467400221000004,90.57029724121094,6.747482776641846,1.7000000476837158,10.923999786376951,80.8,588.025390625,1800.0,0.0,off,True
3938.579361447,16.880185544892942,16.880185544892942,3938.57935091,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4412.604824244,79.63050753001072,16.984641135967752,4303.085207735,69.42482,40.09479650900012,62.64586639404297,4.1286468505859375,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.655286911,90.9676868132137,0.330052535869956,8.376131734,98.630307,10.648848177000003,90.63763427734376,6.734786987304688,1.7000000476837158,10.89900016784668,85.8,588.025390625,1400.0,0.0,off,True
2751.280465617,88.23177046729802,8.346577596204268,2652.55117383,87.974586,10.754705787000418,79.88519287109375,5.798070907592773,1.7999999523162842,8.519000053405762,25.3,591.021484375,800.0,8.0,off,True
117.585267959,92.23275188231226,0.3585377099489808,7.581324877999999,100.017784,9.986159080999997,91.87421417236328,6.8237810134887695,1.7000000476837158,10.793999671936035,80.9,588.025390625,1800.0,0.0,off,True
3928.970616241,16.835090270949006,16.835090270949006,3928.970606926,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4452.8437080740005,79.32853520215318,17.095232132084824,4342.871092523,69.109058,40.86355755100067,62.23330307006836,4.135108947753906,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.219404975,90.93012669215324,0.3289761794579387,8.330015527,98.940097,9.949292447999994,90.60115051269533,6.7810959815979,1.7000000476837158,10.904999732971191,86.6,588.025390625,1400.0,0.0,off,True
932.79891602,87.48661410392494,3.234485502850712,829.705205811,91.890963,11.202747208999938,84.25212860107422,6.195652961730957,1.7999999523162842,9.947999954223633,25.6,591.021484375,1400.0,6.0,off,True
115.848848638,89.95547377284295,0.3555973690343499,7.584871001,98.028208,10.23576963699999,89.5998764038086,6.720104217529297,1.7000000476837158,10.984000205993652,82.8,588.025390625,1800.0,0.0,off,True
3944.676007207,16.891063742878583,16.891063742878583,3944.675997225,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4460.409058444,84.85144119413911,17.110138703904738,4326.022567106,75.020638,59.36585333800026,67.74130249023438,4.43417501449585,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.5036557,90.25037515902696,0.3344816043394685,10.596971337,98.497127,10.40955736299999,89.9158935546875,6.684062957763672,1.7000000476837158,10.888999938964844,85.8,588.025390625,1400.0,0.0,off,True
150.692075235,89.1304267252005,0.4345038736379981,42.673529473,97.587868,10.430677762000002,88.6959228515625,6.628797054290772,1.7999999523162842,10.960000038146973,38.2,591.021484375,1200.0,4.0,off,True
117.128170035,91.10796417712416,0.357643742553854,7.593799725999999,99.723572,9.810798308999992,90.75032043457033,6.76711893081665,1.7999999523162842,10.829999923706056,81.4,588.025390625,1800.0,0.0,off,True
3937.705755556,16.868014788405965,16.868014788405965,3937.70574576,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4417.364952396,79.55284602971913,17.003586843928122,4308.516935765,69.651716,39.19630063100007,62.549259185791016,4.098515033721924,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.262297332,89.89720080308494,0.3293220799404144,8.304564444,98.85348,10.104252888000005,89.56787872314453,6.674149036407471,1.7000000476837158,10.930999755859377,85.8,588.025390625,1400.0,0.0,off,True
4016.129929524,79.241463545231,17.101448896793496,3936.474384874,69.124035,10.531509650000132,62.1400146484375,4.07266092300415,1.7000000476837158,0.0,25.1,591.021484375,1800.0,17.0,off,False
116.330957237,90.21584048793278,0.3594562105890274,7.60567225,98.535167,10.190117987000008,89.85638427734375,6.693850040435791,1.7000000476837158,10.875,80.6,588.025390625,1800.0,0.0,off,True
3932.270100974,16.854604265069614,16.854604265069614,3932.270090993,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4400.175757319999,84.69697828414095,16.95395918013705,4314.439095916,75.299802,10.43685940399928,67.7430191040039,4.4469170570373535,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.68476651,90.04421220913481,0.3281630147988796,8.232128490000001,98.04919,10.40344802,89.71604919433594,6.663268089294434,1.7000000476837158,11.001999855041504,86.7,588.025390625,1400.0,0.0,off,True
2077.75916162,85.09809908738512,8.773979519514036,1981.937894751,84.098682,11.722584868999832,76.3241195678711,5.402256965637207,1.7000000476837158,6.876999855041504,25.2,591.021484375,1800.0,10.0,off,True
115.903298356,89.87371454400484,0.3581810967392206,7.610808506,98.125362,10.167127850000014,89.51553344726562,6.677270889282227,1.7999999523162842,11.003999710083008,81.4,588.025390625,1800.0,0.0,off,True
3940.749497854,16.898488262418713,16.898488262418713,3940.749487946,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4431.447439142,84.78636002765722,17.046453716622075,4315.0874870570005,75.387255,40.97269708499935,67.73990631103516,4.438807010650635,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
2080.003109917,84.39330643838889,8.777080242099833,1984.099254495,83.896005,12.007850422000104,75.61622619628906,5.3783488273620605,1.7000000476837158,6.947999954223633,25.2,591.021484375,1800.0,10.0,off,True
116.261714671,89.74016706032828,0.3584760813243627,7.528648883000001,98.41805,10.31501578800001,89.3816909790039,6.68105411529541,1.7999999523162842,11.00100040435791,82.7,588.025390625,1800.0,0.0,off,True
3936.883521076,16.874888124957707,16.874888124957707,3936.883511169,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4433.715520548,83.39265769355728,17.042422708205727,4316.865903256,73.817264,43.03235329200041,66.35023498535156,4.351986885070801,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.119899903,90.34609226579047,0.3286972462592244,8.335064738,98.638278,10.146557165000004,90.01739501953125,6.6949849128723145,1.7000000476837158,10.998000144958496,86.6,588.025390625,1400.0,0.0,off,True
2746.116473232,88.69192532202423,8.338577543703925,2646.656677844,88.549735,10.910060388000204,80.35334777832031,5.792703151702881,1.7000000476837158,8.437999725341797,25.3,591.021484375,800.0,8.0,off,True
117.043473993,90.3483901733816,0.3573623413503408,7.880523993,98.75819,10.40476000000001,89.99102783203125,6.696106910705566,1.7000000476837158,10.892000198364258,78.5,588.025390625,1800.0,0.0,off,True
3930.192820887,16.840462789584993,16.840462789584993,3930.192811424,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4395.41300701,78.33674401549983,16.935090725704907,4305.606122003001,68.602889,21.203996006999432,61.40165328979492,4.070003986358643,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
120.039992315,89.79249676949485,0.3367701459596873,8.150390184,98.310968,13.578634130999989,89.45572662353516,6.6944122314453125,1.7999999523162842,11.053000450134276,87.5,588.025390625,1400.0,0.0,off,True
151.743747991,90.28620404090044,0.437327087775445,42.731445332,98.775013,10.237289658999998,89.848876953125,6.715622901916504,1.7000000476837158,10.79699993133545,38.3,591.021484375,1200.0,4.0,off,True
122.15151537,92.05521652472744,0.3716380335164904,10.551820971,100.187253,11.412441399000002,91.68357849121094,6.8057861328125,1.7000000476837158,10.720000267028809,81.7,588.025390625,1800.0,0.0,off,True
3923.215232237,16.82597619654666,16.82597619654666,3923.215222663,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4406.1355968590005,80.70309953672448,16.98508577329675,4324.2562027700005,70.568259,11.311135089000018,63.71801376342773,4.1865668296813965,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.875988772,92.92947586956848,0.337129678162241,8.378359849999999,101.44561,10.052018922000002,92.59234619140624,6.87970495223999,1.7000000476837158,10.553000450134276,85.7,588.025390625,1400.0,0.0,off,True
140.297076172,89.91255128999043,0.4560617270021557,31.802732798,97.966235,10.528108374000013,89.45648956298828,6.674332141876221,1.7999999523162842,10.916999816894531,38.6,591.021484375,1800.0,3.0,off,True
116.039925694,90.30295164730936,0.3555258050241947,7.739518792999999,98.191109,10.109297901000003,89.94742584228516,6.697608947753906,1.7000000476837158,10.96399974822998,79.6,588.025390625,1800.0,0.0,off,True
3925.042030138,16.833142856272186,16.833142856272186,3925.042020083,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4420.503165919,79.25559423945376,17.0123920299811,4311.420719654,68.796856,40.28559026499981,62.243202209472656,4.081986904144287,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
121.262538785,91.62815162102636,0.3401267186825991,10.633742542,100.232785,10.396011242999975,91.28802490234376,6.806282997131348,1.7000000476837158,10.67099952697754,86.8,588.025390625,1400.0,0.0,off,True
190.295381437,95.58097277197292,0.4736729672854304,75.54878749400001,103.930416,10.816177943,95.1072998046875,7.02008581161499,1.7000000476837158,10.229999542236328,38.6,591.021484375,600.0,3.0,off,True
117.005336163,91.03907198360524,0.3566531603630542,7.681502009,99.48696,9.836874154,90.6824188232422,6.767171859741211,1.7000000476837158,10.805999755859377,81.4,588.025390625,1800.0,0.0,off,True
3936.412143565,16.868375021028974,16.868375021028974,3936.412133843,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4406.595426151,83.33135781658135,16.972967008475877,4321.608540385,74.323307,10.663578765999432,66.35839080810547,4.373538970947266,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
118.549215708,91.5274136847154,0.3331464117661953,8.481722501,100.198638,9.86885520700001,91.19426727294922,6.753644943237305,1.7000000476837158,10.718000411987305,84.6,588.025390625,1400.0,0.0,off,True
151.194088715,89.98984963555317,0.4367948259828567,42.96980288,98.230014,9.994271834999992,89.55305480957031,6.634543895721436,1.7999999523162842,10.869999885559082,38.4,591.021484375,1200.0,4.0,off,True
119.394801312,92.33633809607514,0.3652077249813913,7.6515077,101.560195,10.183098612000023,91.97113037109376,6.8460798263549805,1.7000000476837158,10.595000267028809,81.1,588.025390625,1800.0,0.0,off,True
3930.658192003,16.841358588159753,16.841358588159753,3930.658181577,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
128.60619285500002,94.56592253506042,0.3633849984393239,15.992581824999998,100.664091,11.949520030000016,94.2025375366211,6.767337799072266,1.7000000476837158,10.60200023651123,44.4,588.025390625,1400.0,0.0,off,True
4378.600853045999,79.6390078240078,17.022388713900387,4296.069448481,68.617795,13.91360956499932,62.61661911010742,4.017557144165039,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.31249223,91.0883177269773,0.3363569725827693,10.605211288,97.337898,11.369382942,90.75196075439452,6.54827880859375,1.7000000476837158,11.038000106811523,87.0,588.025390625,1400.0,0.0,off,True
2752.74607331,89.59655111946415,8.407639681475878,2653.939030179,87.745112,11.061931131000222,81.18891143798828,5.704945087432861,1.7000000476837158,8.53499984741211,25.3,591.021484375,800.0,8.0,off,True
120.533991574,92.92064189431257,0.3689451169688105,10.570614865,98.958142,11.005234709000009,92.55169677734376,6.65670108795166,1.7000000476837158,10.880999565124512,81.6,588.025390625,1800.0,0.0,off,True
3912.381532133,16.981872099802114,16.981872099802114,3912.38152243,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4409.507347850001,80.62737075110225,17.178998863895213,4328.327742868,69.226349,11.953255982000456,63.44837188720703,4.073533058166504,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.10204487,91.6030505663783,0.3316958910853386,8.297630878,97.965698,10.838715992000004,91.27135467529295,6.605924129486084,1.7000000476837158,10.97700023651123,86.1,588.025390625,1400.0,0.0,off,True
176.030346701,90.86737576534226,0.5052923302836656,42.899493768,97.307789,35.82306393300003,90.3620834350586,6.563561916351318,1.7999999523162842,11.022000312805176,38.5,591.021484375,1200.0,4.0,off,True
122.279241312,91.28249808545604,0.375073158698225,7.607346948,97.530918,17.14097636400001,90.9074249267578,6.584989070892334,1.7999999523162842,11.013999938964844,81.3,588.025390625,1800.0,0.0,off,True
3930.338900779,17.05623590945079,17.05623590945079,3930.338889945,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4400.064282386,79.50525553769954,16.894404249857747,4318.279754470001,69.614227,12.170300915999206,62.6108512878418,4.097456932067871,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.7999822,90.54547277384232,0.3354965775532603,10.615964675,98.588079,10.595938525000008,90.20997619628906,6.680370807647705,1.7999999523162842,10.968000411987305,86.6,588.025390625,1400.0,0.0,off,True
167.02301840599998,91.07054643932634,0.4763615638380527,42.774288658,99.276679,24.97205074799997,90.59418487548828,6.709883213043213,1.7000000476837158,10.822999954223633,38.3,591.021484375,1200.0,4.0,off,True
118.460976228,90.11370765835989,0.3600226608012795,7.848683874,98.308883,12.30340935400001,89.7536849975586,6.671669006347656,1.7000000476837158,10.940999984741213,79.6,588.025390625,1800.0,0.0,off,True
3927.348763794,16.774268767146424,16.774268767146424,3927.348753794,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4379.49980587,78.5800634817839,16.823315282321,4300.142670445,68.902329,10.454806425000712,61.75674819946289,4.054696083068848,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
115.919427877,88.89816209718599,0.3252021972836494,8.309252977,97.381033,10.229141900000002,88.57295989990234,6.598915100097656,1.7000000476837158,11.140000343322754,86.1,588.025390625,1400.0,0.0,off,True
2080.437878268,85.6256800720518,8.754448992950225,1985.536648563,84.434697,10.466532705000104,76.87123107910156,5.41776180267334,1.7999999523162842,6.889999866485596,25.2,591.021484375,1800.0,10.0,off,True
118.023666689,91.73087389847788,0.3633735933021068,7.748094736,99.968768,10.306803953,91.36750030517578,6.779497146606445,1.7000000476837158,10.751999855041504,80.7,588.025390625,1800.0,0.0,off,True
3924.428501492,16.806105940943144,16.806105940943144,3924.428491585,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4396.463533733,79.3110376786536,16.923197407657508,4285.082778929,69.571771,41.80898380400039,62.387840270996094,4.131171226501465,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.142274551,89.20206190877009,0.3255512886529088,8.313601717000001,97.405716,10.422956834000004,88.87651062011719,6.666367053985596,1.7000000476837158,11.032999992370604,85.7,588.025390625,1400.0,0.0,off,True
152.262815006,91.03257385226183,0.4386331173985601,42.851676341,98.738797,10.672341665000005,90.59394073486328,6.750553131103516,1.7999999523162842,10.888999938964844,38.4,591.021484375,1200.0,4.0,off,True
116.641063627,90.56593947217029,0.3564210395530939,7.610666813,98.94871,10.081686814000008,90.2095184326172,6.775660991668701,1.7000000476837158,10.91800022125244,82.0,588.025390625,1800.0,0.0,off,True
3914.096700272,16.77898968787627,16.77898968787627,3914.096691383,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4371.704811726,80.76622079429423,16.852944121930946,4290.767999489,70.501478,10.435334237000587,63.91327667236328,4.184165954589844,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
118.357959423,89.38549600689696,0.3319452866821169,10.586300382,97.650762,10.120897040999992,89.05355072021484,6.663663864135742,1.7000000476837158,11.017999649047852,87.6,588.025390625,1400.0,0.0,off,True
3311.842913908,85.80177391183814,11.151093369845952,3218.835085119,82.4143,10.59352878900009,74.65068054199219,5.241580009460449,1.7000000476837158,6.076000213623047,25.2,591.021484375,1200.0,11.0,off,True
115.833385818,89.40410169212578,0.3546174391960859,7.842636023,97.453564,10.537185795000012,89.04948425292969,6.64329719543457,1.7999999523162842,11.029999732971191,79.5,588.025390625,1800.0,0.0,off,True
3924.505590985,16.805063647155343,16.805063647155343,3924.50558117,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4408.218442003999,80.50816368258458,16.955543748502553,4294.443830671,70.85991,42.914701332999485,63.55261993408203,4.205326080322266,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.565450294,90.16343929100242,0.3345360927602291,10.639717505,98.10871,10.817022788999992,89.82890319824219,6.681518077850342,1.7000000476837158,10.963000297546388,85.7,588.025390625,1400.0,0.0,off,True
2096.166173369,84.11501277060641,8.818969374610319,2002.457970703,83.069879,10.638323665999806,75.2960433959961,5.350465774536133,1.7999999523162842,6.977000236511231,25.3,591.021484375,1800.0,10.0,off,True
119.76883253,90.53013618973613,0.3682709553611278,10.554330093,99.158321,10.056181436999992,90.161865234375,6.740324020385742,1.7000000476837158,10.84000015258789,80.2,588.025390625,1800.0,0.0,off,True
3926.524974738,16.833932051739765,16.833932051739765,3926.524964924,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4377.832760904001,79.21088737262326,16.874335706363496,4298.247800380999,69.170578,10.414382523001422,62.336551666259766,4.104457855224609,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
117.246815768,89.09060513857054,0.3294891107385039,8.441662311,97.674352,11.130801457000004,88.76111602783203,6.651835918426514,1.7999999523162842,10.987000465393066,85.7,588.025390625,1400.0,0.0,off,True
149.243367516,92.21971368933175,0.4385170950934887,38.497192839,100.100159,10.646015676999994,91.78119659423828,6.79363489151001,1.7000000476837158,10.70199966430664,38.3,591.021484375,1400.0,4.0,off,True
117.821815376,91.37325515347484,0.3606208761310816,7.698972892,99.608822,10.514020484,91.01263427734376,6.775352954864502,1.7999999523162842,10.802000045776367,80.3,588.025390625,1800.0,0.0,off,True
3924.934573124,16.803942790319613,16.803942790319613,3924.934562994,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
5385.423353222999,88.13453065209643,23.98380433373705,5304.722344668,69.455129,11.245879554999137,64.15072631835938,4.119793891906738,1.7000000476837158,0.0,43.6,591.021484375,1600.0,16.0,off,True
121.627126371,92.51816717908268,0.3398682288873672,10.615423813,98.441763,12.569939558000002,92.17829895019533,6.701336860656738,1.7999999523162842,10.89900016784668,85.9,588.025390625,1400.0,0.0,off,True
2078.991445649,87.05954404922991,8.751583538976002,1983.080790033,84.776893,11.133762615999984,78.3079605102539,5.432504177093506,1.7000000476837158,6.831999778747559,25.2,591.021484375,1800.0,10.0,off,True
118.530842473,94.16399661066062,0.364848051090312,7.657643318,99.97973,10.893469155000004,93.79914855957033,6.7866291999816895,1.7000000476837158,10.72599983215332,81.3,588.025390625,1800.0,0.0,off,True
3933.651992167,16.862297283981455,16.862297283981455,3933.651982204,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4390.898271419,81.2096896555853,16.90919832257749,4310.089228779,69.429247,11.379795639999458,64.30049133300781,4.118786811828613,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
116.848597453,91.7278001083216,0.3280350936731457,8.243825007,97.276094,11.328678445999998,91.39976501464844,6.636714935302734,1.7999999523162842,11.05799961090088,87.1,588.025390625,1400.0,0.0,off,True
2083.045235613,87.3996692363553,8.785609788113106,1987.571667752,84.304003,11.16956486099977,78.61405944824219,5.428639888763428,1.7000000476837158,6.935999870300293,25.3,591.021484375,1800.0,10.0,off,True
116.821433431,91.56301535374382,0.3598827243492842,7.897914119,97.255319,11.668200311999982,91.20313262939452,6.651375770568848,1.7999999523162842,11.0649995803833,79.4,588.025390625,1800.0,0.0,off,True
3931.43744341,16.829174698338363,16.829174698338363,3931.437432966,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1800.0,19.0,off,False
4387.318776542,81.50348589048573,16.881819935895894,4305.078177130999,71.361945,10.878654411000396,64.62166595458984,4.291740894317627,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
119.894860142,92.16899498278738,0.3362313109123825,8.321528007,100.018056,11.555276135,91.832763671875,6.903022766113281,1.7000000476837158,10.656999588012695,86.1,588.025390625,1400.0,0.0,off,True
2744.670722819,90.48376841216329,8.320247599174989,2643.519807114,90.223191,10.927724704999989,82.16352081298828,6.003949165344238,1.7000000476837158,8.251999855041504,25.3,591.021484375,800.0,8.0,off,True
213.86259892500001,89.21671868747157,0.6732921737996935,82.401429693,97.587701,33.873468232000036,88.54342651367188,6.6107177734375,1.7999999523162842,10.946999549865723,38.5,591.021484375,1200.0,4.0,off,True
5296.33521345,159.5308192133008,16.193767821699215,5133.089847862,150.67156,12.573805587999914,143.33705139160156,8.868947982788086,18.0,0.0,25.2,591.021484375,600.0,10.0,off,False
187.491590149,91.32240937762153,0.5310275416840196,76.511003341,99.258542,11.722044807999978,90.7913818359375,6.723381042480469,1.7999999523162842,10.744000434875488,38.4,591.021484375,600.0,3.0,off,True
260.629069287,222.78099923758688,0.7594538274306417,21.116545228,228.004489,11.50803505899998,222.02154541015625,13.4530029296875,25.799999237060547,0.0,94.1,588.025390625,800.0,0.0,off,False
5567.167684286001,84.50603286766244,20.947305603258137,5484.479386892001,70.505261,12.18303639400007,63.5587272644043,4.1490349769592285,1.7000000476837158,0.0,25.1,591.021484375,1200.0,17.0,off,False
4181.534953822,88.50825888930468,15.754230568992185,4088.778316396,78.383116,14.373521425999996,72.7540283203125,4.829981803894043,1.7000000476837158,3.390000104904175,25.2,591.021484375,1200.0,13.0,off,True
118.800083361,93.54608846026227,0.3761818440513254,8.167767416,99.430309,11.202006945000008,93.16990661621094,6.712924003601074,1.7999999523162842,10.744000434875488,85.3,588.025390625,1400.0,0.0,off,True
808.522610644,94.63391717713874,2.7265685443262453,699.618735629,98.128423,10.775452015000042,91.9073486328125,6.55521297454834,1.7999999523162842,10.04800033569336,26.2,591.021484375,800.0,5.0,off,True
1050.555825738,92.30524706556116,3.896151301401007,943.3434432309999,95.158848,12.053534507000137,88.40909576416016,6.307015895843506,1.7000000476837158,9.484000205993652,25.6,591.021484375,1200.0,6.0,off,True
159.409293127,93.32769200179246,0.5087222752299547,48.638686389,99.212427,11.558179738000007,92.8189697265625,6.685771942138672,1.7999999523162842,10.696999549865723,38.3,591.021484375,1000.0,4.0,off,True
121.72838506999999,94.06170102209472,0.3976614102783203,10.578746555,100.610643,10.538995514999996,93.6640396118164,6.7802228927612305,1.7999999523162842,10.718999862670898,83.2,588.025390625,1600.0,0.0,off,True
3727.79972721,124.1060446814637,14.685634525213695,3602.027364404,114.739045,11.03331780600027,109.42041015625,6.751373767852783,12.800000190734863,0.0,25.2,591.021484375,1400.0,13.0,off,False
2948.496121225,86.44756404063149,12.553391372174454,2856.7921911890003,79.686774,12.017156035999747,73.89417266845703,4.974973201751709,1.7000000476837158,4.873000144958496,25.2,591.021484375,1600.0,12.0,off,True
2120.0291194330002,89.72575895507805,8.318356916503836,2021.3031363329999,87.458491,11.267492100000354,81.40740203857422,5.643445014953613,1.7000000476837158,7.616000175476074,25.3,591.021484375,1400.0,9.0,off,True
158.953315081,93.7937981197665,0.5063225338290095,47.854968744000004,100.00192,11.096426336999997,93.2874755859375,6.740119934082031,1.7000000476837158,10.70199966430664,38.4,588.0244140625,1000.0,1.0,off,True
10246.846545632,94.70554992396315,31.4823329134651,10174.834689996,68.461147,3.550708635999385,63.22321701049805,4.061283111572266,1.7000000476837158,0.0,25.1,3.015625,600.0,18.0,off,False
139.05630669299998,92.10346392960335,0.5019853529431939,31.340626568999998,97.624521,10.091159123999986,91.60147857666016,6.630593776702881,1.7999999523162842,10.972000122070312,38.1,591.021484375,1800.0,3.0,off,True
2578.3752209229997,154.33165793615328,10.063255836543908,2421.005191803,146.784109,10.585920119999798,144.26840209960938,8.707703590393066,18.200000762939453,0.0,25.2,591.021484375,1400.0,10.0,off,False
4018.381908929,83.83437693551949,17.12946665719917,3934.920639235,72.088887,11.372382693999839,66.70491027832031,4.338626861572266,1.7000000476837158,1.3420000076293945,25.1,591.021484375,1600.0,15.0,off,True
492.733926316,91.07509991991148,1.9958533989153862,387.706602853,94.676364,10.35095946300001,89.0792465209961,6.380402088165283,1.7000000476837158,10.494000434875488,26.1,591.021484375,1600.0,5.0,off,True
267.233338284,225.29884693399677,0.8758427836061596,33.368176074000004,223.112744,10.752418210000002,224.42300415039062,13.235722541809082,25.200000762939453,0.0,38.2,588.0244140625,1600.0,1.0,off,False
4664.026874517999,88.39964761644856,17.557820223870433,4546.984464014,76.303293,40.73911750399924,70.84182739257812,4.650942802429199,1.7000000476837158,2.436000108718872,25.1,591.021484375,1200.0,14.0,off,True
3065.674713114,122.09016523956913,14.326478105780065,2942.643519614,112.591017,10.440176499999978,107.76368713378906,6.629411220550537,12.800000190734863,0.0,25.2,591.021484375,1800.0,13.0,off,False
2697.115670521,86.99574421420307,12.656350598480413,2606.209916334,79.789321,11.116433187000183,74.33939361572266,4.992898941040039,1.7000000476837158,4.89300012588501,25.2,591.021484375,1800.0,12.0,off,True
145.252599761,91.42773311944639,0.4843203386846661,37.515195295000005,97.509031,10.228373465999994,90.94341278076172,6.604148864746094,1.7000000476837158,11.027000427246094,38.0,591.021484375,1400.0,4.0,off,True
4875.969266079001,90.00965122967492,17.529029891784294,4785.478997081001,78.512332,11.977936997999919,72.48062133789062,4.852944850921631,1.7000000476837158,3.4230000972747803,25.2,591.021484375,1000.0,13.0,off,True
