accuracy,latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),cpu-freq,layer,edge-accelerator,server-accelerator
0.603,442.293662869,2.444083168138945,2.444083168138945,442.293652647,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,800.0,22.0,std,False
0.603,433.545723649,2.408152822401309,2.408152822401309,433.54571339,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,800.0,22.0,std,False
0.603,443.384257921,2.233892049049306,2.233892049049306,443.384243754,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,800.0,22.0,std,False
0.609,131.938433124,66.04269380462353,0.6513363827485203,58.014382416,70.377904,3.546146707999995,65.391357421875,4.209535121917725,1.7000000476837158,0.9950000047683716,42.2,98.0244140625,800.0,17.0,max,True
0.603,442.888538201,2.227113395038854,2.227113395038854,442.888524164,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.609,133.320435514,66.83489358561904,0.6574338688221693,58.227405433,70.794052,4.298978081000001,66.17745971679688,4.244087219238281,1.7000000476837158,0.9959999918937684,42.2,98.0244140625,800.0,17.0,max,True
0.609,132.064529933,66.65349176095864,0.6514776008023977,58.193089213,70.644315,3.227125719999975,66.00201416015625,4.237340927124023,1.7000000476837158,0.9959999918937684,42.2,98.0244140625,800.0,17.0,max,True
0.603,444.296888531,2.234480169281304,2.234480169281304,444.296875586,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.603,442.812024096,2.227774758650696,2.227774758650696,442.812007411,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.603,444.9349270400001,2.2382696492542027,2.2382696492542027,444.934912521,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,800.0,22.0,std,False
0.603,443.027495539,2.2290779677782537,2.2290779677782537,443.027481835,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.603,442.604885638,2.2272458231763004,2.2272458231763004,442.604871342,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.603,443.507157487,2.231211881424344,2.231211881424344,443.507145228,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.609,130.30450495,64.79144244922227,0.6465221001011731,58.382293575000006,68.406781,3.515430374999994,64.1449203491211,4.097433090209961,1.7000000476837158,0.9950000047683716,42.3,98.0244140625,800.0,17.0,max,True
0.603,443.116440583,2.2282632046780586,2.2282632046780586,443.11642586,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,800.0,22.0,std,False
0.603,443.43796099,2.231094626105463,2.231094626105463,443.437948361,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.609,130.306932721,64.56782832709271,0.6453086432548284,58.156764461,68.78011,3.3700582600000217,63.92251968383789,4.1172637939453125,1.7000000476837158,0.9959999918937684,42.3,98.0244140625,800.0,17.0,max,True
0.603,442.608784564,2.226078854758096,2.226078854758096,442.608770286,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.603,442.84125839,2.2288585957803724,2.2288585957803724,442.841244983,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,800.0,22.0,std,False
0.603,443.21528582,2.23062201627748,2.23062201627748,443.21527258,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,800.0,22.0,std,False
0.603,434.023951592,2.2879632873286244,2.2879632873286244,434.023940518,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,1400.0,22.0,max,False
0.603,430.425806316,2.2441852542900684,2.2441852542900684,430.425794483,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1000.0,22.0,max,False
0.609,183.348920024,132.31806389162236,0.9329320556848645,31.851054129,143.855103,7.642762894999976,131.3851318359375,8.421378135681152,6.099999904632568,0.0,40.3,392.0244140625,1800.0,12.0,max,False
0.607,314.768541886,148.73873005382256,1.337133984486616,142.880825063,157.66348,14.224236822999984,147.40159606933594,9.226120948791504,13.600000381469727,0.0,55.7,784.0234375,600.0,3.0,max,False
0.607,3370.521615796,75.09694955858407,11.022715549795008,3295.319552547,71.667245,3.5348182489998266,64.07423400878906,4.345470905303955,1.7000000476837158,2.257999897003174,25.4,98.0244140625,800.0,14.0,off,True
0.609,164.335418448,72.71130821551388,0.88742515887326,60.127450267,79.959746,24.248222181000017,71.82388305664062,5.088290214538574,1.7000000476837158,5.2230000495910645,42.7,1568.0244140625,1800.0,5.0,max,True
0.608,2009.6525072119998,112.69088533455536,8.018018513266302,1890.599485105,116.26513,2.787892106999834,104.67286682128906,6.89586877822876,1.5,0.0,25.3,24.517578125,1600.0,19.0,off,False
0.607,498.249349064,64.54081004998437,2.476452292416012,426.30567652999997,69.513542,2.4301305340000283,62.06435775756836,4.123884201049805,1.7000000476837158,0.0,17.5,4.015625,1000.0,21.0,std,False
0.61,193.101962139,135.39793878231828,0.9413500372010947,39.609977342,145.168853,8.323131796999974,134.4565887451172,8.6122407913208,9.100000381469727,0.0,35.4,392.0244140625,1600.0,11.0,std,False
0.607,616.812733076,152.91382193244206,2.076907869942057,442.41411448900004,160.87499,13.523628586999934,150.8369140625,9.54394245147705,13.399999618530273,0.0,27.0,784.0234375,1200.0,3.0,off,False
0.603,442.42203231699995,2.170635479238248,2.170635479238248,442.422018947,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0,800.0,22.0,std,False
0.608,544.557868511,74.09127111896389,2.0951163338076353,439.88194548900003,79.734929,24.940994022000012,71.99615478515625,5.141574859619141,1.7000000476837158,5.355000019073486,26.4,1568.0244140625,1600.0,4.0,off,True
0.609,124.95911352,67.93250505547432,0.603067799614954,41.339681229,74.780365,8.839067291000006,67.32943725585938,4.805560111999512,1.7000000476837158,4.235000133514404,45.2,392.0244140625,1400.0,6.0,std,True
0.607,337.153036005,80.336297856499,1.6347673999560357,202.602052284,87.329434,47.22154972099999,78.70153045654297,5.620885848999023,1.600000023841858,6.704999923706055,46.9,3136.0263671875,800.0,2.0,max,True
0.609,833.648448336,148.7139145230965,3.1925369596199396,670.301680906,155.405123,7.941644429999997,145.52137756347656,9.219511032104492,12.800000190734863,0.0,25.7,392.0244140625,1600.0,6.0,off,False
0.608,272.425412957,156.14657166922902,1.3423877092680694,82.29278913099999,164.83985,25.292773825999973,154.80418395996094,9.77916145324707,13.0,0.0,45.2,1568.0244140625,1600.0,4.0,max,False
0.609,174.30366512,113.17720249385621,0.8481543371179342,47.435863069,124.181203,2.686599051000016,112.32904815673828,7.367092132568359,1.5,0.0,27.1,24.5244140625,1400.0,18.0,max,False
0.609,121.268455809,66.78099855080009,0.5873568882024407,41.389867222999996,73.620136,6.258452586000004,66.19364166259766,4.644357204437256,1.7000000476837158,3.2669999599456787,52.0,196.0244140625,1200.0,10.0,max,True
0.608,2609.469463988,81.30986557255102,9.343831637004138,2526.624611047,80.363773,2.481079940999777,71.96603393554688,4.767454147338867,1.7000000476837158,0.0,25.3,4.015625,1200.0,20.0,off,False
0.609,159.111176731,69.99452858482852,0.7550495198871136,69.384221226,76.269676,13.457279505000002,69.2394790649414,4.878604888916016,1.7000000476837158,4.389999866485596,50.8,784.0244140625,800.0,7.0,max,True
0.609,1466.860580131,142.08390590796708,5.778836938240528,1315.0155331649999,143.914678,7.930368966000145,136.30506896972656,8.468705177307129,8.5,0.0,25.5,392.0244140625,1600.0,11.0,off,False
0.611,1893.601429759,69.93704717819746,7.560269529271674,1822.444825602,67.648877,3.507727156999948,62.37677764892578,4.104891777038574,1.7000000476837158,1.4229999780654907,25.4,98.0244140625,1600.0,15.0,off,True
0.607,124.234549453,69.09307774779012,0.6506720471065283,37.869966104999996,73.735373,12.629210348,68.4424057006836,4.725318908691406,1.7000000476837158,4.8480000495910645,44.6,784.0234375,1800.0,3.0,std,True
0.609,383.597449263,82.99042262152535,1.7282842548261403,250.35311335699998,86.940569,46.30376690600001,81.26213836669922,5.547699928283691,1.7000000476837158,6.828999996185303,47.7,3136.0263671875,600.0,1.0,std,True
0.608,1147.9540395840002,74.28598779839913,2.9740065972272633,1042.704457204,77.036636,28.21294638000022,71.31198120117188,4.902194023132324,1.7000000476837158,5.559999942779541,26.5,1568.0244140625,600.0,4.0,off,True
0.609,168.129724333,69.09004274789905,0.7942663807115435,82.50444910600001,73.054791,12.570484227000009,68.2957763671875,4.62373685836792,1.7000000476837158,4.577000141143799,45.5,784.0244140625,1000.0,7.0,std,True
0.609,184.857977088,117.12630047366375,0.8221165137028098,56.537705074,124.377671,3.9426010140000045,116.30418395996094,7.319354057312012,2.5999999046325684,0.0,54.0,98.0244140625,600.0,16.0,max,False
0.609,195.62322124599999,134.61096177375225,0.8383635071506857,49.928764985,140.733953,4.960503260999957,133.77259826660156,8.281444549560547,9.100000381469727,0.0,55.2,196.0244140625,600.0,10.0,std,False
0.611,2128.133216706,123.66560694957086,7.900874588731014,1999.672314819,124.315857,4.145044887000097,115.76473236083984,7.265132904052734,3.5999999046325684,0.0,25.4,98.0244140625,1400.0,15.0,off,False
0.607,322.826865801,161.5205897858174,1.6484431793720842,111.065022028,165.809913,45.951930773000015,159.8721466064453,9.683562278747559,12.699999809265137,0.0,44.2,3136.0263671875,1600.0,2.0,std,False
0.608,265.785860403,155.48131067913974,1.265398813905358,82.461921189,159.562662,23.761277214000017,154.21591186523438,9.315703392028809,12.699999809265137,0.0,45.1,1568.0244140625,1200.0,4.0,std,False
0.605,90.59022419200001,64.9856417215996,0.2601015604667902,10.710664129000001,69.399505,10.480055063000009,64.72554016113281,4.473826885223389,1.7000000476837158,4.749000072479248,95.1,588.025390625,1200.0,0.0,off,True
0.609,126.07507416,62.747021932016565,0.6276753133642197,56.847172477,66.864406,2.3634956829999965,62.119346618652344,3.9981369972229004,1.7000000476837158,0.9940000176429749,29.1,24.517578125,1200.0,19.0,std,True
0.608,182.182764699,71.92798143889988,0.9056959774740934,82.293664249,76.562539,23.326561449999986,71.02228546142578,4.864513874053955,1.7000000476837158,5.618000030517578,44.8,1568.0244140625,1400.0,4.0,std,True
0.608,115.203074858,63.21442916184448,0.5570957878210425,44.00646191,68.090662,3.1059509480000003,62.65733337402344,4.133152008056641,1.7000000476837158,2.3410000801086426,46.4,98.0244140625,800.0,14.0,std,True
0.607,510.528909829,63.16519649538027,2.3867617419623017,441.649105468,66.354133,2.525671360999965,60.77843475341797,3.902024984359741,1.7000000476837158,0.0,26.2,4.015625,600.0,21.0,std,True
0.611,1900.213187741,70.89088479469005,7.630295195080674,1828.6728560309998,67.773842,3.766489710000144,63.260589599609375,4.093495845794678,1.7000000476837158,1.4179999828338623,25.4,98.0244140625,1600.0,16.0,off,True
0.609,121.895561879,62.96421654459119,0.6295264505970478,50.763895394,67.651226,3.4804404850000026,62.33469009399414,4.087329864501953,1.7000000476837158,1.4199999570846558,26.9,98.0244140625,600.0,16.0,std,True
0.609,209.94966866299998,140.07909468992858,1.0052268920770169,52.868512439,144.421798,12.659358223999988,139.07386779785156,8.498921394348145,10.800000190734863,0.0,39.9,784.0244140625,1400.0,8.0,std,False
0.609,260.009245531,155.0824889557088,1.257003726216626,77.09569723,159.336324,23.577224301,153.8254852294922,9.376629829406738,12.399999618530273,0.0,41.9,1568.0244140625,1400.0,5.0,std,False
0.608,162.392504671,124.54405268026304,0.8297429878802299,27.663141958999997,131.178343,3.5510197119999987,123.71430969238281,7.719462871551514,4.199999809265137,0.0,40.0,98.0244140625,1800.0,14.0,max,False
0.608,2260.54183222,80.7954561474962,8.447822785679794,2180.681765063,77.436251,2.423816156999777,72.3476333618164,4.557104110717773,1.7000000476837158,0.0,25.3,4.015625,1400.0,20.0,off,False
0.61,191.14351240599999,136.05605470260298,0.9347473295561076,41.294480138,141.313312,8.535720267999977,135.12130737304688,8.316451072692871,8.600000381469727,0.0,44.2,392.0244140625,1600.0,11.0,max,False
0.607,169.121288851,70.01025813116371,0.7874264050894857,82.615287661,73.669755,12.836246190000011,69.22283172607422,4.738129138946533,1.7000000476837158,4.869999885559082,50.9,784.0234375,800.0,3.0,std,True
0.608,200.20102712,124.0902280150913,0.9359311400913001,61.558678818000004,130.5782,8.064148301999978,123.154296875,7.687228202819824,4.400000095367432,0.0,43.8,392.0244140625,800.0,13.0,std,False
0.608,629.317548478,156.47679710892874,2.137868886272478,442.02178801499997,158.772955,28.522805463000083,154.33892822265625,9.343788146972656,12.800000190734863,0.0,26.4,1568.0244140625,1600.0,4.0,off,False
0.608,979.093709137,152.93668103709751,2.812230353503776,800.746813993,154.565861,23.78103414399996,150.12445068359375,9.095919609069824,13.300000190734863,0.0,26.5,1568.0244140625,800.0,4.0,off,False
0.607,490.005242031,64.87154820979532,2.5488400799125075,421.278186774,66.701398,2.02565725700002,62.32270812988281,3.9398820400238037,1.7000000476837158,0.0,13.1,4.015625,1600.0,21.0,std,True
0.607,212.761992237,154.93380703746047,1.0328823548432708,41.329199384999995,158.194613,13.238179851999973,153.9009246826172,9.309404373168945,14.199999809265137,0.0,46.5,784.0234375,1600.0,3.0,max,False
0.61,133.247158801,66.32562204923266,0.6353373202287554,55.287222155,70.489261,7.470675646000018,65.6902847290039,4.392360210418701,1.7000000476837158,3.3350000381469727,45.9,392.0244140625,800.0,11.0,std,True
0.608,169.428379441,120.58022718078745,0.8057063067640067,38.677426980999996,127.167258,3.583694460000004,119.77452087402344,7.483518123626709,4.400000095367432,0.0,37.8,98.0244140625,1200.0,14.0,std,False
0.609,115.716288472,64.1039421692724,0.5900108948583365,43.712269196,68.077478,3.926541276000009,63.51393127441406,4.118125915527344,1.7000000476837158,1.4049999713897705,34.2,98.0244140625,1400.0,16.0,max,True
0.609,180.644987018,112.22561395895293,0.8110326601248145,57.917154567000004,119.811949,2.915883450999985,111.41458129882812,7.050501823425293,1.600000023841858,0.0,51.5,24.517578125,600.0,19.0,max,False
0.611,2956.977646493,127.20569223951227,10.102069802988838,2828.191567755,124.964753,3.821325738000013,117.10362243652344,7.353865146636963,2.5999999046325684,0.0,25.4,98.0244140625,1000.0,16.0,off,False
0.608,440.492568626,64.42896383942272,2.2097904080262425,370.832457214,66.995547,2.66456441199999,62.219173431396484,3.9557719230651855,1.7999999523162842,0.0,21.7,4.015625,800.0,20.0,max,True
0.607,393.48617855599997,79.27238610461254,1.794625789671123,262.834597934,82.906629,47.74495162199999,77.4777603149414,5.2843427658081055,1.600000023841858,7.0920000076293945,48.7,3136.0263671875,600.0,2.0,max,True
0.609,265.16568173,153.09846866345745,1.317600133184004,82.33247575499999,157.686585,25.14662097500002,151.78086853027344,9.279519081115723,12.899999618530273,0.0,43.6,1568.0244140625,1600.0,5.0,max,False
0.61,193.84736482600002,138.70836730447695,0.923104242953515,41.803829322,143.893601,8.149934504000043,137.78526306152344,8.46782398223877,9.600000381469727,0.0,38.0,392.0244140625,1400.0,11.0,std,False
0.608,3104.238072165,81.46735363484771,9.549903683675838,2994.8012023769998,77.078549,32.35832078800043,71.91744995117188,4.5358147621154785,1.7000000476837158,0.0,25.3,4.015625,1000.0,20.0,off,False
0.607,499.758108426,64.78548545493908,2.4532367671949387,430.181516252,67.235383,2.341209173999985,62.33224868774414,3.9565041065216064,1.7000000476837158,0.0,20.7,4.015625,800.0,21.0,std,False
0.609,153.645944765,63.66940979187282,0.7554274005154014,82.335496896,67.920305,3.3901428690000017,62.91398239135742,4.108274936676025,1.7000000476837158,1.399999976158142,29.2,98.0244140625,1400.0,16.0,std,True
0.608,170.88301305000002,123.87972458270282,0.8394947853395343,36.093193836000005,130.952792,3.837027214000017,123.04022979736328,7.706250190734863,4.599999904632568,0.0,32.9,98.0244140625,1600.0,14.0,std,False
0.608,179.477016877,124.91772667472762,0.833475270919025,43.983328564000004,131.85911,3.63457831300002,124.0842514038086,7.759645938873291,4.400000095367432,0.0,46.3,98.0244140625,800.0,14.0,std,False
0.607,216.865713068,158.2190546982938,1.046386241262555,42.174086119,161.573892,13.117734948999981,157.17266845703125,9.50809383392334,14.100000381469727,0.0,45.9,784.0234375,1600.0,3.0,std,False
0.607,467.756094912,152.35929258027326,1.6876464621091964,299.46712460900005,155.470482,12.818488302999924,150.67164611816406,9.149046897888184,13.800000190734863,0.0,26.9,784.0234375,1800.0,3.0,off,False
0.609,119.16414379199999,63.33105578509942,0.6009227284587979,48.932442685000005,67.468189,2.763512106999997,62.730133056640625,4.061665058135986,1.7000000476837158,0.9940000176429749,33.2,24.517578125,1200.0,19.0,max,True
0.608,112.96413833,64.148860936869,0.5644149834998606,41.343248366,68.417663,3.2032269639999953,63.58444595336914,4.178092956542969,1.7000000476837158,2.3420000076293945,35.0,98.0244140625,1400.0,14.0,std,True
0.608,448.45147753500004,63.86896833383645,2.205134715672386,379.087864054,66.701063,2.662550481000011,61.66383361816406,3.9431118965148926,1.7000000476837158,0.0,21.3,4.015625,800.0,20.0,std,True
0.609,124.854690276,63.14183028781601,0.6457556113023399,55.384958157999996,67.101782,2.367950117999996,62.49607467651367,4.039017200469971,1.7000000476837158,0.9940000176429749,24.8,24.517578125,1600.0,19.0,std,True
0.609,1080.647722087,71.32630792403766,3.8305956437642217,995.271177634,72.79845,12.578094452999949,67.49571228027344,4.614285945892334,1.7000000476837158,4.566999912261963,25.8,784.0244140625,1200.0,7.0,off,True
0.609,215.54937381099998,73.11807676621329,1.0288509971703172,114.249338232,77.296893,24.003142578999984,72.08922576904297,4.8969950675964355,1.7000000476837158,5.377999782562256,47.0,1568.0244140625,800.0,5.0,std,True
0.607,381.562116201,160.09608156884727,1.8287628432613254,164.364825206,163.316117,53.88117399499998,158.26731872558594,9.610830307006836,13.899999618530273,0.0,45.3,3136.0263671875,1000.0,2.0,std,False
0.61,194.849097277,138.1113444375016,0.9169016884781599,44.135114378,143.394936,7.319046899,137.19444274902344,8.438553810119629,9.100000381469727,0.0,40.3,392.0244140625,1200.0,11.0,std,False
0.609,761.124623423,68.9344472633004,2.700453733026958,682.3127490039999,71.553636,7.258238419000108,66.23399353027344,4.547317028045654,1.7000000476837158,4.324999809265137,26.0,392.0244140625,1600.0,6.0,off,True
0.61,192.821416223,137.76098587962974,0.9165034577547432,41.349588692000005,143.947044,7.524783530999997,136.844482421875,8.470953941345215,9.100000381469727,0.0,45.0,392.0244140625,1400.0,11.0,max,False
0.609,115.982461427,65.59848881789041,0.5658884150583863,41.348531018,69.861649,4.772281409000001,65.03260040283203,4.363645076751709,1.7000000476837158,3.3559999465942383,39.1,196.0244140625,1400.0,10.0,std,True
0.607,490.79465476599995,63.586502823591914,2.4952514503008962,422.43315105199997,66.35086,2.0106437139999827,61.091251373291016,3.9054551124572754,1.7000000476837158,0.0,14.1,4.015625,1400.0,21.0,std,True
0.609,109.68632654199999,65.15970328403687,0.5339937503454566,35.231524667,69.587215,4.867586874999986,64.6257095336914,4.347756862640381,1.7000000476837158,3.365000009536743,42.1,196.0244140625,1200.0,10.0,std,True
0.608,746.947166269,159.41645964128261,2.5662399147201187,560.4250169170001,162.418848,24.10330135199993,156.8502197265625,9.557875633239746,13.199999809265137,0.0,26.5,1568.0244140625,1200.0,4.0,off,False
0.607,483.32000881199997,64.143420318526,2.675963500899041,414.2856407,66.746926,2.2874421119999795,61.46745681762695,3.9277899265289307,1.7000000476837158,0.0,13.5,4.015625,1800.0,21.0,max,False
0.609,208.660865328,115.58265749713145,1.0636908223267556,82.27229368799999,122.804256,3.584315640000014,114.51896667480469,7.226673126220703,2.5999999046325684,0.0,30.2,98.0244140625,800.0,16.0,max,False
0.609,179.621046479,141.07471068570132,0.8431585616778852,28.346573197999998,146.18053,5.0939432810000085,140.23155212402344,8.602394104003906,10.300000190734863,0.0,52.9,196.0244140625,1200.0,10.0,max,False
0.609,125.45489831399999,66.63916833719689,0.5596013816304922,50.353371572,70.471872,4.629654741999985,66.0795669555664,4.405084133148193,1.7000000476837158,3.3480000495910645,54.9,196.0244140625,600.0,10.0,std,True
0.609,126.32577955699999,63.68408996119865,0.6236804153002142,55.037428363,67.726604,3.561747194000006,63.06040954589844,4.091667175292969,1.7000000476837158,1.409999966621399,34.7,98.0244140625,1000.0,16.0,std,True
0.608,1237.242274956,158.52254157041716,3.590672063581228,1052.634952617,160.042485,24.56483733900012,154.93186950683594,9.418231010437012,13.199999809265137,0.0,26.5,1568.0244140625,600.0,4.0,off,False
0.607,1898.139781353,132.11980076572553,7.499645431252885,1762.450970286,131.992524,3.6962870669999575,124.62015533447266,7.767492771148682,4.5,0.0,25.4,98.0244140625,1600.0,14.0,off,False
0.609,205.79359993,142.7168045552233,1.0194626362779855,44.936968126000004,147.616643,13.239988803999978,141.6973419189453,8.686867713928223,10.399999618530273,0.0,42.2,784.0244140625,1600.0,9.0,max,False
0.611,1898.703835869,68.43562716705924,6.951305572820961,1828.770206968,66.239421,3.694207901000027,61.48432159423828,4.003364086151123,1.7000000476837158,1.4529999494552612,25.4,98.0244140625,600.0,16.0,off,True
0.609,127.216717536,65.77724753418,0.6152678588870406,49.35511416,69.632582,8.229021376000006,65.16197967529297,4.286587238311768,1.7999999523162842,2.7820000648498535,52.3,392.0244140625,800.0,12.0,max,True
0.609,170.76441659900001,114.58302854127128,0.8252389294548632,45.339685871,121.731498,3.6932327280000123,113.7577896118164,7.16359281539917,2.700000047683716,0.0,37.3,98.0244140625,1200.0,16.0,max,False
0.609,130.197345339,63.518658925103644,0.6347249041075468,58.852224119000006,68.163415,3.1817062200000095,62.883934020996094,4.113905906677246,1.7000000476837158,1.4110000133514404,39.5,98.0244140625,800.0,16.0,std,True
0.609,132.746825347,68.87210179358561,0.6742487052067042,46.733846748000005,72.936934,13.076044599,68.1978530883789,4.615045070648193,1.7000000476837158,4.567999839782715,40.5,784.0244140625,1600.0,7.0,std,True
0.609,182.627742613,112.53266777696585,0.890165945911169,59.291501882,119.812473,3.5237677310000066,111.64250183105469,7.05067777633667,1.5,0.0,27.3,98.0244140625,1400.0,17.0,std,False
0.607,826.3928554930001,159.3106225418173,2.612792341621995,622.6914263150001,161.593887,42.10754217800002,156.6978302001953,9.509408950805664,13.300000190734863,0.0,27.0,784.0234375,800.0,3.0,off,False
0.608,180.06944855,71.26171757478086,0.8858630825933576,82.096186,75.199606,22.77365655,70.3758544921875,4.796755790710449,1.7000000476837158,5.730000019073486,45.1,1568.0244140625,1200.0,4.0,std,True
0.61,119.16729206900001,66.52270524290505,0.589248822006607,41.647028957,70.480506,7.039757112000004,65.93345642089844,4.380772113800049,1.7000000476837158,3.3389999866485596,37.9,392.0244140625,1400.0,11.0,std,True
0.609,2150.177535981,140.7077904566211,7.312465749589837,2002.8689842479998,139.804716,7.503835733000045,133.39532470703125,8.216686248779297,9.600000381469727,0.0,25.5,392.0244140625,1000.0,11.0,off,False
0.608,279.95651757,157.95890425914365,1.3113212513311387,93.56680809800001,162.642697,23.747012471999994,156.6475830078125,9.552417755126953,13.300000190734863,0.0,46.9,1568.0244140625,1000.0,4.0,std,False
0.609,181.83745540799998,113.17163937895462,0.8156442007319689,58.20708379,120.596925,3.033446617999985,112.35599517822266,7.08280086517334,1.600000023841858,0.0,51.5,24.5244140625,600.0,18.0,max,False
0.608,244.575702029,72.15087406500004,1.1024655566992643,142.89743708199998,76.817572,24.860692947000032,71.04840850830078,4.887916088104248,1.7000000476837158,5.5970001220703125,51.4,1568.0244140625,600.0,4.0,max,True
0.608,438.48577493199997,63.15505017225213,2.225885285777521,370.383684521,66.009082,2.0930084109999427,60.92916488647461,3.8916540145874023,1.7000000476837158,0.0,14.3,4.015625,1400.0,20.0,std,True
0.605,186.995209442,162.12955733273245,0.5185801598808885,9.692677848999999,167.082664,10.219867593000004,161.61097717285156,9.806229591369629,14.899999618530273,0.0,92.8,588.025390625,1400.0,0.0,off,False
0.609,122.52661475800001,66.67870700178781,0.6070440989557863,43.522485020000005,71.73133,7.272799738000003,66.07166290283203,4.395436763763428,1.7000000476837158,2.6519999504089355,36.1,392.0244140625,1400.0,12.0,std,True
0.607,493.63985255,64.60220724801313,2.4817619965482836,424.04064709200003,67.419169,2.180036457999975,62.120445251464844,3.967449903488159,1.7000000476837158,0.0,15.9,4.015625,1200.0,21.0,std,True
0.61,116.954618727,65.33548982061592,0.5964303723737359,39.289163322,70.128081,7.537374404999994,64.73905944824219,4.34626579284668,1.7999999523162842,3.3519999980926514,36.0,392.0244140625,1600.0,11.0,std,True
0.609,1707.622124352,143.8764124889187,6.037209608059334,1557.730996184,144.676284,5.214844167999786,137.83920288085938,8.445624351501465,10.300000190734863,0.0,25.5,196.0244140625,1200.0,10.0,off,False
0.609,157.152545995,65.48642190454792,0.7250007009346366,82.54404537,69.902114,4.706386624999993,64.76142120361328,4.349545001983643,1.7000000476837158,3.3550000190734863,49.7,196.0244140625,800.0,10.0,std,True
0.603,436.817695949,2.249132142677867,2.249132142677867,436.817683375,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,800.0,22.0,max,False
0.603,428.538746024,2.247987219347453,2.247987219347453,428.538735321,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,1200.0,22.0,max,False
0.603,447.527683753,2.1896888941296577,2.1896888941296577,447.527668698,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,600.0,22.0,max,False
0.608,110.979578249,64.85671280451996,0.5667729241488696,36.028263851999995,71.482173,3.4691413970000013,64.2899398803711,4.387254238128662,1.7000000476837158,2.2119998931884766,33.0,98.0244140625,1600.0,14.0,std,True
0.61,118.71851434700001,67.83262598105824,0.5913540084019899,34.446848492,74.529311,9.742354855000002,67.24127197265625,4.617868900299072,1.7999999523162842,3.239000082015991,46.1,392.0244140625,1400.0,11.0,max,True
0.609,119.10591584900001,64.36596745124385,0.6202818738512635,42.855831556999995,71.157866,5.092218292000027,63.74568557739258,4.277355194091797,1.7000000476837158,1.3300000429153442,32.2,98.0244140625,1600.0,16.0,max,True
0.611,183.443893802,116.37982003609554,0.8577863446892857,51.140252257,127.032437,5.271204545000003,115.52203369140625,7.463760852813721,3.299999952316284,0.0,42.7,98.0244140625,800.0,15.0,std,False
0.609,169.91123905700002,108.06702831385248,0.8353236019384146,47.725741419,119.458589,2.726908638000012,107.23170471191406,7.018578052520752,1.600000023841858,0.0,31.0,24.517578125,1400.0,19.0,max,False
0.607,518.403914706,65.15240761530595,2.4200658489485263,445.677932767,70.094342,2.63163993900001,62.73234176635742,4.1191630363464355,1.7000000476837158,0.0,25.9,4.015625,600.0,21.0,std,False
0.609,726.542264217,75.38797259456643,3.0704143059922098,620.634377911,80.263915,25.643971306000026,72.31755828857422,5.125217914581299,1.7000000476837158,5.203999996185303,25.9,1568.0244140625,1800.0,5.0,off,True
0.609,129.810457813,63.557600296264276,0.6033232576900602,56.240322625,70.128478,3.4416571879999935,62.95427703857422,4.269178867340088,1.7000000476837158,1.347000002861023,54.4,98.0244140625,600.0,16.0,max,True
0.61,124.276112091,65.83291865019962,0.6078972878949285,44.690716948,72.302696,7.282699143000002,65.22502136230469,4.531723976135254,1.7000000476837158,3.2929999828338623,39.9,392.0244140625,1200.0,11.0,std,True
0.607,1832.537734412,69.05589356916482,8.082649855785919,1762.4021162190002,68.120665,2.0149531929997977,60.973243713378906,4.04640007019043,1.7000000476837158,0.0,25.3,4.015625,1800.0,21.0,off,True
0.609,152.822110974,63.05026127992369,0.774325153214705,82.30890354,68.931885,1.5813224340000005,62.275936126708984,4.1838507652282715,1.7000000476837158,0.9950000047683716,24.3,24.5244140625,1600.0,18.0,std,True
