accuracy,latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),index,qos,strategy,cpu-freq,layer,edge-accelerator,server-accelerator
0.699,116.412138584,90.51225148015897,0.3982530670730233,7.640825610999999,98.788551,9.98276197300001,90.11399841308594,6.754405975341797,1.7000000476837158,10.965999603271484,80.9,588.025390625,2,311.4515445900764,cloud,1800,0,off,True
0.699,3925.956554131,18.43268456954387,18.43268456954387,3925.956544261,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,2,311.4515445900764,edge,1800,19,off,False
0.699,4386.723909765999,81.3409830230897,18.614061941546737,4306.095313849,69.886631,10.74196491699908,62.72692108154297,4.147194862365723,1.7000000476837158,0.0,25.1,591.021484375,2,311.4515445900764,energy,1600,16,off,True
0.699,115.734810281,88.92292866575708,0.3657234655617714,8.278986693,97.222813,10.233010588000012,88.55720520019531,6.634613037109375,1.7000000476837158,11.107999801635742,86.4,588.025390625,2,311.4515445900764,latency,1400,0,off,True
0.699,149.11171385100002,87.61917547745101,0.48354010147444,42.655555688,95.849014,10.60714416300003,87.13563537597656,6.551982879638672,1.7999999523162842,11.190999984741213,38.4,591.021484375,2,311.4515445900764,splinter:latency,1200,4,off,True
0.699,114.612819477,89.0013032072666,0.3924698942783236,7.612640453,97.097917,9.90226202400001,88.60883331298828,6.637462139129639,1.7999999523162842,11.07800006866455,82.0,588.025390625,3,2956.3696837536604,cloud,1800,0,off,True
0.699,3916.106065353,18.39660460231555,18.39660460231555,3916.106056075,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,3,2956.3696837536604,edge,1800,19,off,False
0.699,4392.926153155,82.81169742998605,18.63154453691965,4310.8998946110005,71.106624,10.919634543999578,64.1801528930664,4.218766212463379,1.7000000476837158,0.0,25.1,591.021484375,3,2956.3696837536604,energy,1600,16,off,True
0.699,118.441229072,89.17481668059096,0.3746839291261196,10.613198564,97.085144,10.742886507999998,88.80013275146484,6.611081123352051,1.7999999523162842,11.098999977111816,85.2,588.025390625,3,2956.3696837536604,latency,1400,0,off,True
0.699,2080.656521263,86.17348320008654,9.617216415418566,1985.263946632,84.479547,10.913027630999892,76.55626678466797,5.402866840362549,1.7000000476837158,6.921999931335449,25.2,591.021484375,3,2956.3696837536604,splinter:latency,1800,10,off,True
0.699,116.019109339,88.2384987180841,0.3999672239434719,7.645140673999999,96.843793,11.530175664999987,87.83853149414062,6.570437908172607,1.7999999523162842,11.125,81.1,588.025390625,4,237.34088675763047,cloud,1800,0,off,True
0.699,3932.072953268,16.715343819184206,16.715343819184206,3932.072943398,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,4,237.34088675763047,edge,1800,19,off,False
0.699,4377.020970587,82.70290449585436,18.371445450444195,4296.118548269,70.391538,10.510884318000391,64.33145904541016,4.142115116119385,1.7000000476837158,0.0,25.1,591.021484375,4,237.34088675763047,energy,1600,16,off,True
0.699,118.881883661,92.95709317602976,0.3729256955610155,8.341182729,99.875748,10.664952932000006,92.58416748046876,6.715205192565918,1.7000000476837158,10.67199993133545,86.0,588.025390625,4,237.34088675763047,latency,1400,0,off,True
0.699,155.05945164,93.8884078359513,0.4983855581192613,43.379098513,100.660943,11.019410126999986,93.39002227783205,6.757682800292969,1.7000000476837158,10.593999862670898,38.3,591.021484375,4,237.34088675763047,splinter:latency,1200,4,off,True
0.699,118.277987944,92.86346419500887,0.4007948224502802,7.695913809999999,99.654097,10.927977134000017,92.4626693725586,6.708868980407715,1.7999999523162842,10.696000099182127,80.6,588.025390625,5,241.6643698516468,cloud,1800,0,off,True
0.699,3921.961286738,18.19895334792459,18.19895334792459,3921.961277571,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,5,241.6643698516468,edge,1800,19,off,False
0.699,4386.651411694001,79.3972378300716,17.011526160149728,4297.099594734999,69.097566,20.45425095900137,62.38571166992188,4.095417022705078,1.7000000476837158,0.0,25.1,591.021484375,5,241.6643698516468,energy,1600,16,off,True
0.699,120.329080302,90.65487611246486,0.339476942542994,10.659110699,99.239155,10.430814603000002,90.31539916992188,6.73521614074707,1.7000000476837158,10.897000312805176,85.8,588.025390625,5,241.6643698516468,latency,1400,0,off,True
0.699,153.682454745,91.708985494695,0.4446269741871833,42.769047126,100.215679,10.697728619000005,91.2643585205078,6.788864135742188,1.7999999523162842,10.6899995803833,38.1,591.021484375,5,241.6643698516468,splinter:latency,1200,4,off,True
0.699,117.282003814,90.92350275277968,0.3602932190882802,7.76258397,99.370265,10.149154843999996,90.5632095336914,6.749200820922852,1.7000000476837158,10.815999984741213,79.9,588.025390625,6,1465.9578473261015,cloud,1800,0,off,True
