accuracy,latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),index,qos,strategy,cpu-freq,layer,edge-accelerator,server-accelerator
0.603,435.321721876,2.424606031430066,2.424606031430066,435.321712228,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,24,1141.8136648351742,splinter:latency,800,22,std,False
0.603,433.955248029,2.4093552179967404,2.4093552179967404,433.955238529,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,25,1381.5929729653594,energy,800,22,std,False
0.603,433.318953255,2.4039344556167603,2.4039344556167603,433.31894457,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,25,1381.5929729653594,splinter:latency,800,22,std,False
0.603,434.672636056,2.4205191333614464,2.4205191333614464,434.672626612,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,26,3124.2707232798884,energy,800,22,std,False
0.603,433.815675479,2.4080728884283897,2.4080728884283897,433.815666701,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,26,3124.2707232798884,splinter:latency,800,22,std,False
0.603,433.486800776,2.407507627495086,2.407507627495086,433.486792091,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,27,1620.2976772064394,energy,800,22,std,False
0.603,434.519587303,2.4170747536665087,2.4170747536665087,434.51957743300005,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,27,1620.2976772064394,splinter:latency,800,22,std,False
0.603,433.470238939,2.407758498349917,2.407758498349917,433.470228699,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,28,2719.140428187633,energy,800,22,std,False
0.603,434.108419744,2.4095022361245872,2.4095022361245872,434.108409911,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,28,2719.140428187633,splinter:latency,800,22,std,False
0.603,442.253880422,2.447943408127713,2.447943408127713,442.2538707,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,29,1993.0224787557224,energy,800,22,std,False
0.603,435.041263399,2.4205602139562843,2.4205602139562843,435.041252955,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29,1993.0224787557224,splinter:latency,800,22,std,False
0.603,433.71035832,2.4108857426812884,2.4108857426812884,433.710349246,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,30,428.3201012301792,energy,800,22,std,False
0.603,442.269787969,2.499575074275601,2.499575074275601,442.269778321,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,31,513.3462952224331,edge,1800,22,max,False
0.603,433.52771766,2.404344809699297,2.404344809699297,433.527708012,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,31,513.3462952224331,energy,800,22,std,False
0.603,433.622739719,2.4079792771988155,2.4079792771988155,433.622729719,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,31,513.3462952224331,splinter:latency,800,22,std,False
0.603,434.761136898,2.416424283341265,2.416424283341265,434.761126806,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,32,397.0850656676463,energy,800,22,std,False
0.605,98.915536499,68.02404009371439,0.3155363705698609,10.682218417,75.099328,13.133990081999997,67.70850372314453,4.856579780578613,1.7000000476837158,4.484000205993652,96.1,588.025390625,32,397.0850656676463,latency,1200,0,off,True
0.609,125.211185777,64.86843886271707,0.6553880204319118,50.15738753,71.78877,3.265028247000004,64.21305084228516,4.332245826721191,1.7000000476837158,0.9959999918937684,28.8,98.0244140625,32,397.0850656676463,splinter:latency,1600,17,max,True
0.605,94.710726579,68.56910765211587,0.3338018659830689,9.192191657,75.28952,10.229014922000005,68.23530578613281,4.869032859802246,1.7000000476837158,4.453000068664551,84.3,588.025390625,33,1116.5490935342848,cloud,1800,0,off,True
0.603,425.62504328,2.4089009363403084,2.4089009363403084,425.625033539,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,33,1116.5490935342848,edge,1800,22,max,False
0.603,434.093655906,2.411844613304007,2.411844613304007,434.093647128,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,33,1116.5490935342848,energy,800,22,std,False
0.605,95.022989778,67.0747888186639,0.3038690188592195,10.810528159,73.722184,10.490277618999995,66.77091979980469,4.771242141723633,1.7000000476837158,4.538000106811523,94.8,588.025390625,33,1116.5490935342848,latency,1200,0,off,True
0.603,445.073507101,2.2365548170544383,2.2365548170544383,445.07349386,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,33,1116.5490935342848,splinter:latency,800,22,std,False
0.605,96.887686904,69.23125586843322,0.3410352263433814,10.612861282,75.740376,10.534449622000013,68.89022064208984,4.894497871398926,1.7000000476837158,4.448999881744385,80.8,588.025390625,34,382.0343242994687,cloud,1800,0,off,True
0.603,425.380959597,2.4138920792418723,2.4138920792418723,425.380949579,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,34,382.0343242994687,edge,1800,22,max,False
0.603,433.634778785,2.403749768093002,2.403749768093002,433.6347687110001,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,34,382.0343242994687,energy,800,22,std,False
0.605,96.752492246,69.22827299702288,0.3099532948744535,10.787265812,76.128787,9.836439434,68.91831970214844,4.9139909744262695,1.7000000476837158,4.427000045776367,94.5,588.025390625,34,382.0343242994687,latency,1200,0,off,True
0.609,125.954484822,66.45554671591044,0.6587785274338842,49.860218947,72.73072,3.3635458749999856,65.79676818847656,4.382530212402344,1.7000000476837158,0.9959999918937684,29.4,98.0244140625,34,382.0343242994687,splinter:latency,1600,17,max,True
0.605,93.342718792,67.60563463319929,0.3296870623985052,9.312587767,74.318139,9.711992025,67.27594757080078,4.808684825897217,1.7000000476837158,4.495999813079834,84.7,588.025390625,35,280.9225165722753,cloud,1800,0,off,True
0.603,425.389193671,2.4084685015622376,2.4084685015622376,425.389185153,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,35,280.9225165722753,edge,1800,22,max,False
0.603,434.184710521,2.40993652261672,2.40993652261672,434.184700707,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,35,280.9225165722753,energy,800,22,std,False
0.605,96.378926938,68.60871189102211,0.3086401747135162,10.735816919,75.818448,9.824662018999987,68.3000717163086,4.885611057281494,1.7000000476837158,4.436999797821045,94.7,588.025390625,35,280.9225165722753,latency,1200,0,off,True
0.609,125.990231434,65.69735083783509,0.6594174882257104,50.150592425,72.370857,3.4687820089999946,65.03793334960938,4.35723876953125,1.7000000476837158,0.9959999918937684,29.3,98.0244140625,35,280.9225165722753,splinter:latency,1600,17,max,True
0.605,93.429991603,67.54243427746562,0.3304362916257738,8.738654565,74.253743,10.437594038,67.21199798583984,4.800148963928223,1.7000000476837158,4.53000020980835,88.5,588.025390625,36,1062.5381732033352,cloud,1800,0,off,True
0.603,425.26872602,2.409956640317571,2.409956640317571,425.26871539,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,36,1062.5381732033352,edge,1800,22,max,False
0.603,434.761046298,2.4174357475816723,2.4174357475816723,434.761036872,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,36,1062.5381732033352,energy,800,22,std,False
0.605,127.012226871,68.57483984459947,0.3990128182322741,10.65017823,75.512899,40.84914964100001,68.17582702636719,4.873600006103516,1.7000000476837158,4.446000099182129,94.9,588.025390625,36,1062.5381732033352,latency,1200,0,off,True
0.603,443.600080441,2.2266929992793085,2.2266929992793085,443.600066108,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,36,1062.5381732033352,splinter:latency,800,22,std,False
0.605,96.378949744,69.03830602844982,0.3397586651685715,10.543023521,76.006971,9.828955223000008,68.69854736328125,4.902638912200928,1.7000000476837158,4.427000045776367,89.5,588.025390625,37,2069.04539656878,cloud,1800,0,off,True
0.603,426.422372072,2.4103422232394576,2.4103422232394576,426.422362183,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,37,2069.04539656878,edge,1800,22,max,False
0.603,433.989109812,2.413247186979306,2.413247186979306,433.989100886,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,37,2069.04539656878,energy,800,22,std,False
0.605,105.000161761,67.35387423848648,0.3341446242286682,20.926819906,74.12389,9.949451854999992,67.01972961425781,4.786712169647217,1.7000000476837158,4.52899980545044,94.7,588.025390625,37,2069.04539656878,latency,1200,0,off,True
0.603,443.397273135,2.2268440695558427,2.2268440695558427,443.397259302,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,37,2069.04539656878,splinter:latency,800,22,std,False
0.605,95.306970425,68.85593059149795,0.3354990729432583,9.403530556,75.992844,9.910595869000003,68.52043151855469,4.891128063201904,1.7000000476837158,4.422999858856201,81.9,588.025390625,38,1076.2456365234257,cloud,1800,0,off,True
0.603,442.26312704,2.493974256560218,2.493974256560218,442.263117633,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,38,1076.2456365234257,edge,1800,22,max,False
0.603,433.474641064,2.405666063952208,2.405666063952208,433.474631249,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,38,1076.2456365234257,energy,800,22,std,False
0.605,95.961322051,68.32736487643906,0.30729193942734,10.622802447,75.713322,9.625197603999991,68.02007293701172,4.875514030456543,1.7000000476837158,4.456999778747559,94.8,588.025390625,38,1076.2456365234257,latency,1200,0,off,True
0.603,442.773091091,2.224735669316328,2.224735669316328,442.773078072,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,38,1076.2456365234257,splinter:latency,800,22,std,False
0.605,93.277404442,67.05814658740167,0.3296996269524455,9.297322321,74.232762,9.747320121000016,66.72844696044922,4.791048049926758,1.7000000476837158,4.526999950408936,83.0,588.025390625,39,5026.8,cloud,1800,0,off,True
0.603,426.868758019,2.4215228403826714,2.4215228403826714,426.868748482,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,39,5026.8,edge,1800,22,max,False
0.603,434.255010574,2.413698094294167,2.413698094294167,434.255001203,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,39,5026.8,energy,800,22,std,False
0.605,95.921761405,68.44700365332054,0.3067067172853827,10.818373623,75.317631,9.785756781999993,68.14029693603516,4.84393310546875,1.7000000476837158,4.4629998207092285,95.0,588.025390625,39,5026.8,latency,1200,0,off,True
0.603,444.630950178,2.2326461383046627,2.2326461383046627,444.630936456,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,39,5026.8,splinter:latency,800,22,std,False
0.605,95.151810314,68.54829045581864,0.3359720354084848,9.292055429,75.821052,10.038702885000006,68.21231842041016,4.880015850067139,1.7000000476837158,4.443999767303467,83.6,588.025390625,40,2737.824797428054,cloud,1800,0,off,True
0.603,426.058321678,2.408651386714863,2.408651386714863,426.058312104,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,40,2737.824797428054,edge,1800,22,max,False
0.603,433.430443817,2.404939869462335,2.404939869462335,433.430434039,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,40,2737.824797428054,energy,800,22,std,False
0.605,95.575230171,67.67871636035696,0.3063561308647751,10.972040753,74.479621,10.123568418000003,67.37236022949219,4.796814918518066,1.7000000476837158,4.5229997634887695,93.9,588.025390625,40,2737.824797428054,latency,1200,0,off,True
0.603,445.011758067,2.234768232765078,2.234768232765078,445.011652142,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,40,2737.824797428054,splinter:latency,800,22,std,False
0.605,94.227292536,67.46879042767159,0.3337730326520562,9.27423649,74.313376,10.639680045999995,67.13501739501953,4.789578914642334,1.7000000476837158,4.510000228881836,84.4,588.025390625,41,901.276402434922,cloud,1800,0,off,True
0.605,96.458766616,68.51559936982567,0.2756549118178487,10.959495127,75.451931,10.047340488999993,68.23994445800781,4.857119083404541,1.7000000476837158,4.456999778747559,93.5,588.025390625,41,901.276402434922,latency,1200,0,off,True
0.603,443.132069814,2.2214410403486844,2.2214410403486844,443.132056962,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,41,901.276402434922,splinter:latency,800,22,std,False
0.605,95.294034811,68.7384039806054,0.3348929332421184,9.507971619,75.66275,10.123313191999998,68.40351104736328,4.87847900390625,1.7000000476837158,4.434000015258789,81.0,588.025390625,42,438.448475326602,cloud,1800,0,off,True
0.603,426.33136298,2.420999021461594,2.420999021461594,426.33135272,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,42,438.448475326602,edge,1800,22,max,False
0.603,433.386829588,2.404282787569988,2.404282787569988,433.386819718,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,42,438.448475326602,energy,800,22,std,False
0.605,95.081676477,67.35785308821592,0.3046075437823295,10.737599986,74.656243,9.687833491000006,67.0532455444336,4.818765163421631,1.7000000476837158,4.506999969482422,93.8,588.025390625,42,438.448475326602,latency,1200,0,off,True
0.603,430.111036251,2.263330787197244,2.263330787197244,430.111025214,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,42,438.448475326602,splinter:latency,1200,22,max,False
0.605,94.328422691,68.48273085111103,0.3337287759157181,8.895882712999999,75.219492,10.213047977999992,68.14900207519531,4.851521015167236,1.7000000476837158,4.477000236511231,87.0,588.025390625,43,291.2074084777813,cloud,1800,0,off,True
0.603,426.541975181,2.4182713853390574,2.4182713853390574,426.541965033,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,43,291.2074084777813,edge,1800,22,max,False
0.603,433.87895128,2.409672075528622,2.409672075528622,433.878941373,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,43,291.2074084777813,energy,800,22,std,False
0.605,96.099095329,68.64551680230237,0.307824541560173,10.685530306,75.364342,10.049223022999996,68.33769226074219,4.856595993041992,1.7000000476837158,4.4670000076293945,94.1,588.025390625,43,291.2074084777813,latency,1200,0,off,True
0.609,125.467909005,65.5407433149234,0.6569389936343432,49.938999457,72.257988,3.270921548000004,64.88380432128906,4.350557804107666,1.7000000476837158,0.9959999918937684,29.4,98.0244140625,43,291.2074084777813,splinter:latency,1600,17,max,True
0.605,96.783873734,69.1743030720978,0.3408680135040521,10.568152073,75.987987,10.227734661,68.83343505859375,4.898009777069092,1.7000000476837158,4.431000232696533,87.8,588.025390625,44,1127.542785716662,cloud,1800,0,off,True
0.603,425.912096034,2.4088039292003867,2.4088039292003867,425.912086349,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,44,1127.542785716662,edge,1800,22,max,False
0.603,433.320072436,2.4064484264022705,2.4064484264022705,433.320063103,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,44,1127.542785716662,energy,800,22,std,False
0.605,96.529497976,67.89408386478377,0.3091534448618889,11.12226111,74.722389,10.684847865999998,67.58493041992188,4.816682815551758,1.7000000476837158,4.497000217437744,91.1,588.025390625,44,1127.542785716662,latency,1200,0,off,True
0.603,444.906759466,2.235382815048564,2.235382815048564,444.906745781,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,44,1127.542785716662,splinter:latency,800,22,std,False
0.605,95.182237075,67.77299649565258,0.335702489304924,10.5188404,74.830972,9.832424675,67.43729400634766,4.821290969848633,1.7000000476837158,4.493000030517578,82.3,588.025390625,45,775.7406038118551,cloud,1800,0,off,True
0.603,425.730539251,2.409872777593756,2.409872777593756,425.730528862,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,45,775.7406038118551,edge,1800,22,max,False
0.603,434.253417469,2.413787174401844,2.413787174401844,434.253406507,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,45,775.7406038118551,energy,800,22,std,False
0.605,106.302775985,68.61023675893021,0.3376613805122375,20.942982936,75.340233,10.019560048999992,68.27257537841797,4.851710796356201,1.7000000476837158,4.4629998207092285,93.5,588.025390625,45,775.7406038118551,latency,1200,0,off,True
0.603,443.013662706,2.2238730217106464,2.2238730217106464,443.013649836,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,45,775.7406038118551,splinter:latency,800,22,std,False
0.605,94.645680952,68.64876665102842,0.3336039923370242,8.760703953,76.006753,9.878223999,68.3151626586914,4.886134147644043,1.7000000476837158,4.429999828338623,88.4,588.025390625,46,327.43148734354304,cloud,1800,0,off,True
0.603,425.84516350700005,2.4132871737773423,2.4132871737773423,425.845153767,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,46,327.43148734354304,edge,1800,22,max,False
0.603,433.420343346,2.4057255705800773,2.4057255705800773,433.420333531,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,46,327.43148734354304,energy,800,22,std,False
0.605,97.55534751,68.73580775728955,0.3120330380512714,10.806388641000002,76.399126,10.34983286900001,68.42377471923828,4.905731201171875,1.7000000476837158,4.422999858856201,93.8,588.025390625,46,327.43148734354304,latency,1200,0,off,True
0.609,125.410205454,65.33720740025574,0.658870303087771,49.904487578,71.886679,3.619038875999992,64.67833709716797,4.310362815856934,1.7000000476837158,0.996999979019165,29.0,98.0244140625,46,327.43148734354304,splinter:latency,1600,17,max,True
0.605,93.282492527,67.11413845367126,0.3293484146087646,9.012864103,74.424749,9.844879423999984,66.7847900390625,4.790921211242676,1.7000000476837158,4.5,86.0,588.025390625,47,1266.4902689855503,cloud,1800,0,off,True
0.603,426.683801198,2.420818632517684,2.420818632517684,426.683791384,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,47,1266.4902689855503,edge,1800,22,max,False
0.603,433.629754388,2.407666984670329,2.407666984670329,433.629745295,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,47,1266.4902689855503,energy,800,22,std,False
0.605,96.418606561,68.07322782860162,0.3084725795781851,10.661848305,75.51099,10.245768256000003,67.76475524902344,4.845438957214356,1.7000000476837158,4.456999778747559,94.4,588.025390625,47,1266.4902689855503,latency,1200,0,off,True
0.603,502.743152501,2.4837842790234803,2.4837842790234803,502.74313926,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,47,1266.4902689855503,splinter:latency,800,22,std,False
0.605,96.24153062,68.25838608974479,0.3390745663072944,10.2412316,75.835374,10.164925019999998,67.9193115234375,4.863833904266357,1.7000000476837158,4.429999828338623,75.7,588.025390625,48,1074.0114553075275,cloud,1800,0,off,True
0.603,434.286651501,2.4038190660099987,2.4038190660099987,434.286642187,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,48,1074.0114553075275,energy,800,22,std,False
0.603,443.605761618,2.2279379290842174,2.2279379290842174,443.605748581,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,48,1074.0114553075275,splinter:latency,800,22,std,False
0.605,96.196794287,68.45753362007164,0.3391483051302313,10.554788878,75.294362,10.347643409,68.1183853149414,4.82719087600708,1.7000000476837158,4.474999904632568,90.0,588.025390625,49,2307.330236718428,cloud,1800,0,off,True
0.603,425.327479146,2.412006639415157,2.412006639415157,425.327469998,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,49,2307.330236718428,edge,1800,22,max,False
0.603,433.459085598,2.4069815653881435,2.4069815653881435,433.459075598,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,49,2307.330236718428,energy,800,22,std,False
0.605,95.186804086,66.97394606872446,0.3044361810291529,10.666831525,74.30138,10.218592560999994,66.66950988769531,4.771273136138916,1.7000000476837158,4.535999774932861,95.1,588.025390625,49,2307.330236718428,latency,1200,0,off,True
0.603,443.003801851,2.223651250308192,2.223651250308192,443.003788536,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,49,2307.330236718428,splinter:latency,800,22,std,False
0.603,432.624763773,2.448011169135952,2.448011169135952,432.624754273,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,19,335.90474854516646,edge,1800,22,max,False
0.603,425.801665495,2.4175654844083194,2.4175654844083194,425.801655644,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,21,1010.9222741987492,edge,1800,22,max,False
0.603,426.771920351,2.4299477536073564,2.4299477536073564,426.771911499,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,22,630.9069797820829,edge,1800,22,max,False
0.603,425.752146925,2.4169704926705244,2.4169704926705244,425.752137574,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,23,4465.410581309505,edge,1800,22,max,False
0.603,425.453391149,2.412539697054064,2.412539697054064,425.453381778,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,24,1141.8136648351742,edge,1800,22,max,False
0.603,425.24137018,2.417237618102729,2.417237618102729,425.241360606,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25,1381.5929729653594,edge,1800,22,max,False
0.603,426.35991052,2.4297113877552987,2.4297113877552987,426.359901131,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,26,3124.2707232798884,edge,1800,22,max,False
0.603,425.364144972,2.4195957838570954,2.4195957838570954,425.36413462,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,27,1620.2976772064394,edge,1800,22,max,False
0.603,425.789557532,2.417904634425283,2.417904634425283,425.789547143,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,28,2719.140428187633,edge,1800,22,max,False
0.603,426.588906763,2.424459917953503,2.424459917953503,426.588897689,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29,1993.0224787557224,edge,1800,22,max,False
0.603,426.051632958,2.4189992155380606,2.4189992155380606,426.051623384,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,30,428.3201012301792,edge,1800,22,max,False
0.609,124.30727582,63.97009997292128,0.6541400425013542,49.851425232,70.835174,3.6206765879999807,63.31595993041992,4.2378668785095215,1.7000000476837158,0.9940000176429749,29.0,98.0244140625,30,428.3201012301792,splinter:latency,1600,17,max,True
0.603,425.654103855,2.415109711810076,2.415109711810076,425.654094077,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,32,397.0850656676463,edge,1800,22,max,False
0.603,425.632541753,2.4162882255636933,2.4162882255636933,425.632532291,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,41,901.276402434922,edge,1800,22,max,False
0.603,434.164952707,2.4135423488197567,2.4135423488197567,434.164941152,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,41,901.276402434922,energy,800,22,std,False
0.603,432.913239042,2.437498211802364,2.437498211802364,432.913228876,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,48,1074.0114553075275,edge,1800,22,max,False
0.605,96.675396522,67.45351107151347,0.3085907223923803,10.680609693,74.61325,11.381536829000012,67.1449203491211,4.809977054595947,1.7000000476837158,4.49399995803833,94.5,588.025390625,48,1074.0114553075275,latency,1200,0,off,True
0.605,103.497299306,66.68724662247101,0.2916930336038232,19.473873986,73.347079,10.676346319999992,66.39555358886719,4.768454074859619,1.7000000476837158,4.554999828338623,51.6,588.025390625,0,94.7906709776648,splinter:latency_exhaustive,1200,0,off,True
0.603,443.591738194,2.210533146279549,2.210533146279549,443.591724898,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,1,4286.694420455027,splinter:latency_exhaustive,800,22,std,False
0.603,445.613509547,2.2287324430226683,2.2287324430226683,445.613496306,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,2,1532.6243226141037,splinter:latency_exhaustive,800,22,std,False
0.603,443.535278894,2.218596968398559,2.218596968398559,443.53526595,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,3,2738.347089400668,splinter:latency_exhaustive,800,22,std,False
0.603,445.388340866,2.2299472682402017,2.2299472682402017,445.388326496,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,4,641.439097226919,splinter:latency_exhaustive,800,22,std,False
0.603,442.922548519,2.218566006703877,2.218566006703877,442.922535575,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,5,4115.060522719543,splinter:latency_exhaustive,800,22,std,False
0.603,442.977304938,2.2173622380852698,2.2173622380852698,442.977291587,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,6,1203.305802680872,splinter:latency_exhaustive,800,22,std,False
0.603,444.02001378,2.222392665238297,2.222392665238297,444.020000187,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,7,1290.340507350371,splinter:latency_exhaustive,800,22,std,False
0.603,444.203176167,2.22305353355937,2.22305353355937,444.203163278,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,8,2813.4749688531188,splinter:latency_exhaustive,800,22,std,False
0.603,444.380469419,2.225159944176984,2.225159944176984,444.380456678,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,9,2262.996772178989,splinter:latency_exhaustive,800,22,std,False
0.603,442.829371627,2.217679394524956,2.217679394524956,442.829357479,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,10,775.1108850558755,splinter:latency_exhaustive,800,22,std,False
0.609,129.969599427,61.806399054489816,0.6399714421851277,58.24602261,68.278144,3.445432816999997,61.16642761230469,4.147192001342773,1.7000000476837158,0.9959999918937684,42.0,98.0244140625,11,139.23946152965215,splinter:latency_exhaustive,800,17,max,True
0.603,442.27711424,2.2143133786875127,2.2143133786875127,442.27710074,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,12,1117.4684480453138,splinter:latency_exhaustive,800,22,std,False
0.609,129.36808648000002,62.66334831222565,0.6369811247256517,58.233452531000005,68.732213,2.4024209490000032,62.0263671875,4.171702861785889,1.7000000476837158,0.9959999918937684,42.2,98.0244140625,13,314.1531076047635,splinter:latency_exhaustive,800,17,max,True
0.609,130.12336637299998,62.11987721849718,0.639274954092884,58.530304813,68.379392,3.2136695599999854,61.4806022644043,4.150387763977051,1.7000000476837158,0.9950000047683716,41.9,98.0244140625,14,395.4955854322002,splinter:latency_exhaustive,800,17,max,True
0.605,98.271197636,65.812886923716,0.3100793065284967,10.902703986,72.84749,14.521003650000011,65.5028076171875,4.758339881896973,1.7000000476837158,4.5879998207092285,94.5,588.025390625,15,90.60000000000012,splinter:latency_exhaustive,1200,0,off,True
0.609,130.086434101,63.61379755277429,0.6379674746492863,58.137545938,69.694443,2.254445163,62.975830078125,4.228394031524658,1.7000000476837158,0.9950000047683716,42.1,98.0244140625,16,290.2637757152884,splinter:latency_exhaustive,800,17,max,True
0.603,442.90791366,2.213483231400728,2.213483231400728,442.907899586,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,17,638.157799522766,splinter:latency_exhaustive,800,22,std,False
0.603,443.404757172,2.218923483702409,2.218923483702409,443.40474382,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,18,4292.107363380819,splinter:latency_exhaustive,800,22,std,False
0.609,130.919136326,63.32706973543178,0.6435980557442784,58.170969127,69.414312,3.3338551989999985,62.6834716796875,4.207047939300537,1.7000000476837158,0.9959999918937684,42.1,98.0244140625,19,335.90474854516646,splinter:latency_exhaustive,800,17,max,True
0.603,442.957261684,2.2156555490892647,2.2156555490892647,442.957247536,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,20,4144.751286453051,splinter:latency_exhaustive,800,22,std,False
0.603,442.8340354010001,2.215029861702776,2.215029861702776,442.834022346,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,21,1010.9222741987492,splinter:latency_exhaustive,800,22,std,False
0.603,442.964525303,2.215189962401843,2.215189962401843,442.964511822,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,22,630.9069797820829,splinter:latency_exhaustive,800,22,std,False
0.603,442.952589992,2.215861652425754,2.215861652425754,442.952576808,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,23,4465.410581309505,splinter:latency_exhaustive,800,22,std,False
0.603,444.3031621230001,2.221966324057138,2.221966324057138,444.303148716,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,24,1141.8136648351742,splinter:latency_exhaustive,800,22,std,False
