timestamp,value,total_time
1700663866.549009,5.5858,48.690981066
1700663872.277682,5.8365,48.690981066
1700663873.282718,5.632,48.690981066
1700663874.327446,5.1309,48.690981066
1700663875.332535,5.1143,48.690981066
1700663876.337555,5.3132,48.690981066
1700663877.342693,5.1397,48.690981066
1700663878.348048,5.0941,48.690981066
1700663879.353049,5.413,48.690981066
1700663880.358075,5.155,48.690981066
1700663881.362994,5.1019,48.690981066
1700663882.368201,5.4425,48.690981066
1700663883.413031,5.1318,48.690981066
1700663884.418234,5.1289,48.690981066
1700663885.423404,5.408,48.690981066
1700663886.428546,5.1153,48.690981066
1700663887.433762,5.112,48.690981066
1700663888.438974,5.4474,48.690981066
1700663889.444223,5.1213,48.690981066
1700663890.449261,5.1393,48.690981066
1700663891.454425,5.4519,48.690981066
1700663892.459587,5.1215,48.690981066
1700663893.463987,5.1782,48.690981066
1700663894.526824,5.5948,48.690981066
1700663895.531263,5.7529,48.690981066
1700663896.535451,5.6225,48.690981066
1700663897.540143,5.6033,48.690981066
1700663898.54526,5.5412,48.690981066
1700663899.550458,5.1457,48.690981066
1700663900.555492,5.1219,48.690981066
1700663901.560735,5.4331,48.690981066
1700663902.565749,5.1635,48.690981066
1700663903.6129,5.1097,48.690981066
1700663904.618162,5.4354,48.690981066
1700663905.623282,5.1247,48.690981066
1700663906.62818,5.1024,48.690981066
1700663907.633211,5.4691,48.690981066
1700663908.638296,5.1288,48.690981066
1700663909.643228,5.1624,48.690981066
1700663910.64854,5.4204,48.690981066
1700663911.653643,5.1291,48.690981066
1700663912.658827,5.3317,48.690981066
1700663913.663964,5.4072,48.690981066
1700663914.668417,5.1788,48.690981066
