timestamp,value,total_time
1700664853.744916,4.8367,6.379776789
1700664854.749387,5.5084,6.379776789
1700664855.797877,4.7662,6.379776789
1700664856.802675,4.7604,6.379776789
1700664857.807052,4.7253,6.379776789
1700664858.811566,4.8637,6.379776789
1700664859.816394,4.7585,6.379776789
