timestamp,value,total_time
1700664227.731388,6.61,10.057690215
1700664230.745544,4.5404,10.057690215
1700664231.749985,5.9386,10.057690215
1700664232.754565,5.936,10.057690215
1700664233.758801,6.1369,10.057690215
1700664234.76374,5.3841,10.057690215
1700664235.769023,5.3986,10.057690215
1700664236.773803,5.3747,10.057690215
