layer,img,client,server,network,total
3,52,282.419662,320.8107,10.156132,613.386494
3,53,282.44968,324.6945,10.099418,617.243598
3,54,283.326003,317.8814,13.303485,614.510888
3,55,316.71092,311.2044,12.606717,640.522037
3,56,283.183893,340.5696,10.222895,633.976388
3,57,282.927248,328.2165,12.957882,624.10163
3,58,282.54953,312.3037,11.00683,605.86006
3,59,282.482475,309.2944,12.214965,603.99184
3,60,283.241523,316.2578,11.003426,610.502749
3,61,282.762417,309.614,11.234058,603.610475
3,62,282.402865,336.614,20.3855,639.402365
3,63,323.183772,306.1132,16.249563,645.546535
3,64,282.82899,324.575,12.91598,620.31997
3,65,283.475039,319.9092,13.144756,616.528995
3,66,282.608066,337.5923,12.951105,633.151471
3,67,283.918459,296.8687,21.482812,602.269971
3,68,283.9012,353.911,22.28604,660.09824
3,69,283.886404,333.5186,12.919408,630.324412
3,70,283.992329,309.9722,13.123555,607.088084
3,71,324.156261,295.3109,10.374423,629.841584
3,72,283.220523,315.2833,24.731429,623.235252
3,73,283.577871,310.5233,11.837445,605.938616
3,74,284.678209,313.7566,11.655239,610.090048
3,75,283.010284,307.4859,24.495069,614.991253
3,76,282.375365,324.545,18.962337,625.882702
3,77,283.53089,310.6161,12.978426,607.125416
3,78,282.405217,297.7078,10.549976,590.662993
3,79,283.098172,306.6087,10.580363,600.287235
3,80,342.975992,303.5064,10.554624,657.037016
3,81,282.769528,326.7973,21.823127,631.389955
3,82,283.275503,299.5186,19.470183,602.264286
3,83,283.545278,304.8602,12.454528,600.860006
3,84,282.695936,307.3186,12.288639,602.303175
3,85,283.030377,309.8942,21.973826,614.898403
3,86,283.119783,314.0336,12.692299,609.845682
3,87,283.835164,321.1283,12.708036,617.6715
3,88,329.641532,314.5494,19.155772,663.346704
3,89,282.221015,301.4785,20.260659,603.960174
3,90,282.958192,298.3624,24.54356,605.864152
3,91,283.073005,307.9551,13.206121,604.234226
3,92,282.838768,317.9676,12.295832,613.1022
3,93,283.84896,320.7837,12.120943,616.753603
3,94,283.688832,308.2268,12.385928,604.30156
3,95,282.571141,326.6294,13.154109,622.35465
3,96,283.193171,296.1032,22.161424,601.457795
3,97,342.678495,297.9143,12.768948,653.361743
3,98,282.838787,297.4667,24.164997,604.470484
3,99,282.875119,300.1142,10.174292,593.163611
4,0,424.037089,629.0336,26.439322,1079.510011
4,1,417.897752,322.6661,24.754285,765.318137
4,2,444.069936,294.2894,23.216825,761.576161
4,3,403.294306,293.514,21.354219,718.162525
4,4,404.665624,293.897,23.035602,721.598226
4,5,402.692091,287.7794,34.746917,725.218408
4,6,403.449249,294.6063,31.58429,729.639839
4,7,403.873837,291.1854,21.419788,716.479025
4,8,402.8592,306.2628,22.725295,731.847295
4,9,447.746486,281.0236,20.947783,749.717869
4,10,402.768868,291.5571,23.84589,718.171858
4,11,403.444712,310.5457,21.468231,735.458643
4,12,403.765875,316.5986,21.297412,741.661887
4,13,402.524501,389.3347,32.630023,824.489224
4,14,402.683832,296.3767,21.034304,720.094836
4,15,403.068717,308.207,21.308755,732.584472
4,16,461.218111,281.4408,29.157912,771.816823
4,17,403.028976,289.3895,22.159274,714.57775
4,18,403.47273,304.0916,21.290054,728.854384
4,19,403.030957,282.8406,23.027203,708.89876
4,20,402.541537,319.0714,27.903398,749.516335
4,21,402.516056,295.7734,29.614551,727.904007
4,22,403.011217,287.0463,23.513967,713.571484
4,23,436.907684,280.5807,23.519659,741.008043
4,24,402.280689,283.9122,23.116256,709.309145
4,25,402.178078,309.2936,20.637762,732.10944
4,26,402.874256,289.6646,23.184808,715.723664
4,27,402.790979,281.6128,32.943792,717.347571
4,28,402.711387,296.4139,22.979063,722.10435
4,29,403.116161,284.729,31.580295,719.425456
4,30,451.596238,291.6693,23.770208,767.035746
4,31,403.393435,332.7413,32.891583,769.026318
4,32,403.967317,301.5105,21.205499,726.683316
4,33,402.630184,373.8993,21.781018,798.310502
4,34,403.487785,307.5153,22.506487,733.509572
4,35,402.60824,293.1155,21.800569,717.524309
4,36,403.092198,295.5205,22.2225,720.835198
4,37,461.217241,285.5285,23.585228,770.330969
4,38,402.809201,280.7554,21.423129,704.98773
4,39,403.079143,290.7862,21.567602,715.432945
4,40,402.462075,295.2038,23.863815,721.52969
4,41,402.73909,294.7982,21.034452,718.571742
4,42,402.754145,284.2511,23.303313,710.308558
4,43,402.589221,278.9286,36.389651,717.907472
4,44,436.093304,282.9904,23.874113,742.957817
4,45,402.750608,281.2304,21.68364,705.664648
4,46,402.506593,281.1765,21.043436,704.726529
4,47,403.674079,297.2394,23.33929,724.252769
4,48,402.698627,305.9565,21.265707,729.920834
4,49,403.611377,280.149,27.47043,711.230807
4,50,402.986458,303.489,23.97689,730.452348
4,51,437.178643,288.6612,20.561045,746.400888
4,52,402.71735,289.1359,23.358049,715.211299
4,53,406.594602,285.362,21.016129,712.972731
4,54,402.607573,289.1477,21.977357,713.73263
4,55,402.84857,286.5067,32.296306,721.651576
4,56,403.131327,287.5773,20.643772,711.352399
4,57,402.873792,284.0119,30.701098,717.58679
4,58,444.19936,294.1658,23.670052,762.035212
4,59,402.126005,284.2188,21.493522,707.838327
4,60,402.704701,312.2417,21.083475,736.029876
4,61,402.987458,279.1795,23.754372,705.92133
4,62,402.396168,289.7938,31.744861,723.934829
4,63,402.600537,281.1246,22.794576,706.519713
4,64,403.525377,303.6456,32.432711,739.603688
4,65,443.142298,280.3403,21.376642,744.85924
